period	category	brand	deal_type	sales	cogs	qty
2026-04	თმის უთო	FRANKO	installment	140.00	66.00	1
2026-04	თმის უთო	PHILIPS	installment	430.00	270.00	1
2026-04	თმის უთო	REMINGTON	installment	410.00	173.00	2
2026-04	იატაკი & საფარები,ლამინირებული იატაკი	none	installment	6360.00	3387.23	53
2026-04	კარ-ფანჯარა & ფურნიტურა,შიდა კარები	none	installment	1590.00	894.95	5
2026-04	კონდინციონერი	Hisense	installment	1960.00	1145.00	1
2026-04	კონდიციონერი	BEKO	installment	960.00	519.00	1
2026-04	კონდიციონერი	Hisense	installment	8380.00	4746.00	4
2026-04	კონდიციონერი	MIDEA	installment	5090.00	2990.00	2
2026-04	კონდიციონერი	MIDEA	single	2900.00	2520.00	2
2026-04	კონდიციონერი	TCL	installment	1960.00	1052.00	2
2026-04	მატრასები	N/A	installment	430.00	245.00	1
2026-04	მატრასები	ბრენდის გარეშე	installment	2020.00	1167.00	4
2026-04	მაღალი წნევით რეცხვის აპარატი 	KARCHER	installment	1300.00	716.00	1
2026-04	მაცივარი	GORENJE	installment	2020.00	1120.00	1
2026-04	მაცივარი	Hisense	installment	8630.00	4890.00	9
2026-04	მაცივარი	Hisense	single	830.00	770.00	1
2026-04	მაცივარი	LG	installment	1530.00	835.00	1
2026-04	მაცივარი	MARAZZI	installment	3260.00	1900.00	2
2026-04	მაცივარი	MIDEA	installment	6920.00	4040.00	4
2026-04	მაცივარი	SAMSUNG	installment	2350.00	1275.00	1
2026-04	მიკროტალღური ღუმელი	Hisense	installment	940.00	540.00	2
2026-04	მიკროტალღური ღუმელი	MARAZZI	installment	290.00	168.00	1
2026-04	მიკროტალღური ღუმელი	MIDEA	installment	2480.00	1325.00	7
2026-04	მიკროტალღური ღუმელი	Toshiba	installment	320.00	126.00	1
2026-04	მიქსერი	ARDESTO	installment	1340.00	676.94	3
2026-04	მიქსერი	BEKO	installment	260.00	62.00	2
2026-04	მიქსერი	Camry	installment	1020.00	470.00	2
2026-04	მიქსერი	FRANKO	installment	1860.00	968.00	4
2026-04	მიქსერი	MESKO	installment	270.00	155.00	1
2026-04	მიქსერი	MIDEA	installment	350.00	155.00	1
2026-04	მობილურები & აქსესუარები,სმარტფონები	48	installment	18710.00	10812.00	18
2026-04	მობილურები & აქსესუარები,სმარტფონები	84	installment	7570.00	4155.00	10
2026-04	მობილურები & აქსესუარები,სმარტფონები	HONOR	installment	4680.00	2718.00	4
2026-04	მობილურები & აქსესუარები,სმარტფონები	none	installment	10020.00	5795.00	7
2026-04	მობილურები & აქსესუარები,სმარტფონები	SAMSUNG	installment	780.00	410.00	1
2026-04	მსხვილი ტექნიკა,გაზქურა	25	installment	1720.00	1000.00	1
2026-04	მსხვილი ტექნიკა,გაზქურა	89	installment	620.00	360.00	1
2026-04	მსხვილი ტექნიკა,კლიმატური ტექნიკა,კონდიციონერი	47	installment	940.00	545.00	1
2026-04	მსხვილი ტექნიკა,კლიმატური ტექნიკა,კონდიციონერი	66	installment	7500.00	4550.00	3
2026-04	მსხვილი ტექნიკა,კლიმატური ტექნიკა,კონდიციონერი	MARAZZI	installment	2470.00	1450.00	1
2026-04	მსხვილი ტექნიკა,კლიმატური ტექნიკა,პანელური რადიატორი	none	installment	1750.00	753.20	35
2026-04	მსხვილი ტექნიკა,კლიმატური ტექნიკა,ცენტრალური გათბობის ქვაბი	20	installment	6510.00	3650.00	2
2026-04	მსხვილი ტექნიკა,კლიმატური ტექნიკა,წყლის გამაცხელებელი	VOX	installment	720.00	419.00	1
2026-04	მსხვილი ტექნიკა,მაცივარი	40	installment	2940.00	1673.00	1
2026-04	მსხვილი ტექნიკა,მაცივარი	66	installment	4070.00	2410.00	3
2026-04	მსხვილი ტექნიკა,მაცივარი	84	installment	1920.00	1275.00	1
2026-04	მსხვილი ტექნიკა,მაცივარი	none	installment	860.00	499.00	1
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა	66	installment	1040.00	600.00	1
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანა საშრობით,სარეცხი მანქანები	47	installment	1540.00	900.00	1
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანა საშრობით,სარეცხი მანქანები	66	installment	1880.00	1100.00	1
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	1475	installment	920.00	540.00	1
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	25	installment	2900.00	1645.00	2
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	47	installment	3700.00	2050.00	3
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	61	installment	3550.00	2075.00	2
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	66	installment	6760.00	3960.00	5
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	84	installment	3320.00	2010.00	2
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	BEKO	installment	1520.00	879.00	1
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	Hisense	installment	890.00	515.00	1
2026-04	მსხვილი ტექნიკა,სარეცხი მანქანა,სარეცხი მანქანები	MIDEA	installment	910.00	530.00	1
2026-04	მსხვილი ტექნიკა,საყინულე	66	installment	1880.00	1100.00	1
2026-04	მსხვილი ტექნიკა,ჩასაშენებელი ტექნიკა,გაზქურის ზედაპირი	Simfer	installment	540.00	315.00	1
2026-04	მსხვილი ტექნიკა,ჩასაშენებელი ტექნიკა,ჩასაშენებელი ელექტრო ღუმელი	MIDEA	installment	630.00	400.00	1
2026-04	მსხვილი ტექნიკა,ჩასაშენებელი ტექნიკა,ჩასაშენებელი ჭურჭლის სარეცხი მანქანა	25	installment	1490.00	764.00	1
2026-04	მსხვილი ტექნიკა,ჭურჭლის სარეცხი მანქანა	25	installment	3980.00	2327.00	2
2026-04	მსხვილი ტექნიკა,ჭურჭლის სარეცხი მანქანა	64	installment	1140.00	650.00	1
2026-04	მსხვილი ტექნიკა,ჭურჭლის სარეცხი მანქანა	66	installment	910.00	530.00	1
2026-04	მსხვილი ტექნიკა,ჭურჭლის სარეცხი მანქანა	84	installment	1510.00	885.00	1
2026-04	მტვერსასრუტი	BEKO	installment	640.00	406.00	2
2026-04	მტვერსასრუტი	Camry	installment	250.00	130.00	1
2026-04	მტვერსასრუტი	DREAME	installment	6930.00	3588.64	2
2026-04	მტვერსასრუტი	KARCHER	installment	3910.00	2144.00	4
2026-04	მტვერსასრუტი	MIDEA	installment	5480.00	3180.00	8
2026-04	მტვერსასრუტი	SAMSUNG	installment	3810.00	2126.00	7
2026-04	მტვერსასრუტი	Zilan	installment	420.00	206.00	2
2026-04	მტვერსასრუტი ბაღის	BLACK+DECKER	installment	780.00	455.40	1
2026-04	ნაყინის აპარატი	Ninja	installment	1640.00	960.00	1
2026-04	ორთქლის აპარატი	KARCHER	installment	1800.00	992.00	2
2026-04	ორთქლის გენერატორი	FRANKO	installment	760.00	386.00	1
2026-04	ორთქლის უთო	ARZUM	installment	190.00	103.00	1
2026-04	პავილიონი	ბრენდის გარეშე	installment	1710.00	965.00	1
2026-04	პლინტუსების კოლექცია	VOX	installment	145.00	94.10	35
2026-04	პურის საცხობი	FRANKO	installment	470.00	235.00	1
2026-04	პურის საცხობი	MESKO	installment	380.00	220.00	1
2026-04	რობოტი მტვერსასრუტი	MAMIBOT	installment	510.00	290.00	1
2026-04	რობოტი მტვერსასრუტი	MIDEA	installment	1680.00	960.00	1
2026-04	რობოტი მტვერსასრუტი	SENCOR	installment	1260.00	776.00	1
2026-04	საათი	Casio	installment	600.00	339.00	2
2026-04	საათი	Cluse	installment	960.00	625.00	2
2026-04	საბურავი	LANVIGATOR	installment	2000.00	1120.00	8
2026-04	სათამაშო კონსოლი	PlayStation	installment	1480.00	807.00	2
2026-04	სათამაშო კონსოლი	SONY	installment	1220.00	672.00	2
2026-04	საკერავი მანქანა	Janome	installment	2150.00	1250.00	2
2026-04	სარეცხი მანქანა	ARDESTO	installment	990.00	563.55	1
2026-04	სარეცხი მანქანა	BEKO	installment	3320.00	1935.00	2
2026-04	სარეცხი მანქანა	Hisense	installment	14530.00	8280.00	13
2026-04	სარეცხი მანქანა	LG	installment	6800.00	4005.00	4
2026-04	სარეცხი მანქანა	MARAZZI	installment	900.00	520.00	1
2026-04	სარეცხი მანქანა	MIDEA	installment	28370.00	16070.00	20
2026-04	სარეცხი მანქანა	SAMSUNG	installment	2270.00	1320.00	1
2026-04	სარეცხი მანქანა საშრობით	Hisense	installment	4750.00	2770.00	3
2026-04	სარეცხი მანქანა საშრობით	SAMSUNG	installment	2700.00	1580.00	1
2026-04	სარეცხის საშრობი	MARAZZI	installment	4200.00	2460.00	2
2026-04	სარეცხის საშრობი	MIDEA	installment	3290.00	1920.00	2
2026-04	სარკე	N/A	installment	175.00	134.19	1
2026-04	საქანელა	ბრენდის გარეშე	installment	5130.00	2635.00	9
2026-04	საქანელა	ბრენდის გარეშე	single	200.00	145.00	1
2026-04	საღებავი	Eskaro	installment	30.00	22.79	1
2026-04	საყინულე	FRANKO	installment	3540.00	1969.00	5
2026-04	საყინულე	GORENJE	installment	1150.00	620.00	1
2026-04	საყინულე	Hisense	installment	850.00	495.00	1
2026-04	საყინულე	MIDEA	installment	3020.00	1760.00	2
2026-04	საყინულე მაცივარი	FRANKO	installment	630.00	350.00	1
2026-04	სახლი & ეზო,აუზი,აუზი & აქსესუარები	27	installment	830.00	440.00	1
2026-04	სახლი & ეზო,ბატუტი	27	installment	870.00	500.00	1
2026-04	სახლი & ეზო,ბატუტი	none	installment	380.00	220.00	1
2026-04	სახლი & ეზო,განათება,ჭაღები	none	installment	480.00	280.44	1
2026-04	სახლი & ეზო,მაღალი წნევით რეცხვის აპარატი	54	installment	1300.00	716.00	1
2026-04	სახლი & ეზო,საკერავი მანქანა	52	installment	860.00	500.00	1
2026-04	სახლი & ეზო,უთო	78	installment	320.00	170.00	1
2026-04	სილამაზე,თავის მოვლა,თმის სტაილერი	35	installment	6300.00	3430.80	5
2026-04	სილამაზე,თავის მოვლა,თმის სტაილერი	DREAME	installment	2520.00	1367.28	2
2026-04	სილამაზე,თავის მოვლა,თმის უთო	78	installment	470.00	270.00	1
2026-04	სილამაზე,თავის მოვლა,სასწორი	FRANKO	installment	100.00	51.00	1
2026-04	სკუტერი	FRANKO	installment	1480.00	790.00	1
2026-04	სპორტი & ფიტნესი,სპორტი,ველოსპორტი,ველოსიპედი	TRINX	installment	1100.00	640.00	1
2026-04	ტაფა	ARDESTO	installment	100.00	44.97	1
2026-04	ტაფა	BERLLONG	installment	130.00	61.00	1
2026-04	ტელევიზორები & აუდიო,ტელევიზორები	25	installment	1320.00	766.00	2
2026-04	ტელევიზორები & აუდიო,ტელევიზორები	40	installment	860.00	500.00	1
2026-04	ტელევიზორები & აუდიო,ტელევიზორები	47	installment	6150.00	3505.00	5
2026-04	ტელევიზორები & აუდიო,ტელევიზორები	49	installment	800.00	465.00	1
2026-04	ტელევიზორები & აუდიო,ტელევიზორები	84	installment	10340.00	6055.00	4
2026-04	ტელევიზორები & აუდიო,ტელევიზორები	Hisense	installment	1690.00	985.00	2
2026-04	ტელევიზორი 	BEKO	installment	2380.00	1381.00	3
2026-04	ტელევიზორი 	FRANKO	installment	2450.00	1412.00	3
2026-04	ტელევიზორი 	Grundig	installment	2240.00	1304.00	2
2026-04	ტელევიზორი 	Hisense	installment	12000.00	6950.00	10
2026-04	ტელევიზორი 	iFFALCON	installment	5970.00	3456.00	3
2026-04	ტელევიზორი 	SAMSUNG	installment	10810.00	6323.00	5
2026-04	ტელევიზორი 	SKYWORTH	installment	750.00	435.00	1
2026-04	ტელევიზორი 	Sunny	installment	1680.00	966.00	2
2026-04	ტელევიზორი 	TCL	installment	1360.00	799.00	1
2026-04	ტელეფონი	HONOR	installment	144790.00	83878.00	111
2026-04	ტელეფონი	OPPO	installment	7440.00	4347.00	6
2026-04	ტელეფონი	SAMSUNG	installment	41730.00	22075.00	53
2026-04	ტოსტერი	FRANKO	installment	310.00	149.00	1
2026-04	ტოსტერი	MIDEA	installment	130.00	66.00	1
2026-04	უთო	FRANKO	installment	910.00	450.00	5
2026-04	ფენი	BABYLISS	installment	210.00	98.00	1
2026-04	ფენი	Camry	installment	100.00	37.00	1
2026-04	ფლეისთეიშენი	SONY	installment	15980.00	9268.00	5
2026-04	ქვაბების ნაკრები	ARDESTO	installment	190.00	76.28	1
2026-04	ქვაბების ნაკრები,სახლი & ეზო,სამზარეულო & სერვირება	19	installment	360.00	153.90	1
2026-04	ქიმწმენდის აპარატი	KARCHER	installment	2060.00	1136.00	1
2026-04	ყავის აპარატი	ARDESTO	installment	550.00	303.20	2
2026-04	ყავის აპარატი	BEKO	installment	1900.00	1204.00	2
2026-04	ყავის აპარატი	DELONGHI	installment	5080.00	2905.00	4
2026-04	ყავის აპარატი	Grundig	installment	1620.00	924.00	1
2026-04	ყავის აპარატი	SENCOR	installment	700.00	392.00	1
2026-04	შედუღების აპარატი	MEAKIDA	installment	1450.00	850.00	1
2026-04	შპალერი	Comfort	installment	280.00	215.20	8
2026-04	შპალერი	Lanita	installment	390.00	273.96	6
2026-04	შპალერი	Modern	installment	520.00	397.28	8
2026-04	შპალერი	Vogue	installment	285.00	208.98	3
2026-04	ჩაიდანი	MIDEA	installment	60.00	29.00	1
2026-04	ჩაიდანი	SENCOR	installment	250.00	149.00	1
2026-04	ჩაიდანი	TEFAL	installment	240.00	109.00	1
2026-04	ჩასაშენებელი ზედაპირი	FRANKO	installment	780.00	443.00	1
2026-04	ჩასაშენებელი ზედაპირი	Simfer	installment	920.00	535.00	2
2026-04	ჩასაშენებელი ღუმელი	BEKO	installment	1170.00	687.00	1
2026-04	ჩასაშენებელი ღუმელი	MIDEA	installment	860.00	500.00	1
2026-04	ჩასაშენებელი ღუმელი	Simfer	installment	1640.00	905.00	2
2026-04	ჩასაშენებელი ღუმელი	Simfer	single	729.00	520.00	1
2026-04	ჩოფერი	MIDEA	installment	100.00	53.00	1
2026-04	ცენტრალური გათბობის ქვაბი	ARISTON	installment	3290.00	1850.00	1
2026-04	ცენტრალური გათბობის ქვაბი	Bosch	installment	5780.00	3590.00	2
2026-04	ცენტრალური გათბობის ქვაბი	Ferroli	installment	2650.00	1555.00	1
2026-04	ცენტრალური გათბობის ქვაბი	MIDEA	installment	2090.00	1280.00	1
2026-04	წებო	Pufas	installment	120.00	91.80	3
2026-04	წვენსაწური	FRANKO	installment	880.00	502.00	2
2026-04	წვრილი ტექნიკა,ბლენდერი,ხელის ბლენდერი	86	installment	360.00	219.00	1
2026-04	წვრილი ტექნიკა,კაპუჩინატორი	40	installment	170.00	83.00	1
2026-04	წვრილი ტექნიკა,მიქსერი	66	installment	280.00	155.00	1
2026-04	წვრილი ტექნიკა,მტვერსასრუტი	25	installment	1120.00	638.00	2
2026-04	წვრილი ტექნიკა,მტვერსასრუტი	35	installment	1070.00	602.40	1
2026-04	წვრილი ტექნიკა,მტვერსასრუტი	40	installment	190.00	99.00	1
2026-04	წვრილი ტექნიკა,მტვერსასრუტი	54	installment	4350.00	2388.00	3
2026-04	წვრილი ტექნიკა,მტვერსასრუტი	66	installment	2070.00	1195.00	3
2026-04	წვრილი ტექნიკა,მტვერსასრუტი	FRANKO	installment	510.00	280.00	1
2026-04	წვრილი ტექნიკა,რობოტი მტვერსასრუტი	35	installment	3030.00	1678.35	1
2026-04	წვრილი ტექნიკა,რობოტი მტვერსასრუტი	66	installment	1680.00	960.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს აქსესუარების ნაკრები,დანა-ჩანგლის ნაკრები	26	installment	290.00	138.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	66	installment	510.00	289.00	2
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	74	installment	3960.00	2279.00	5
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,აეროგრილი	FRANKO	installment	360.00	184.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ბლენდერი	74	installment	1730.00	1000.00	2
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,გრილ ტოსტერი	40	installment	670.00	330.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ელექტრო ღუმელი	40	installment	260.00	138.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ელექტრო ჩაიდანი	29	installment	300.00	105.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ელექტრო ჩაიდანი	66	installment	90.00	43.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიკროტალღური ღუმელი	47	installment	510.00	285.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიკროტალღური ღუმელი	64	installment	290.00	168.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიკროტალღური ღუმელი	66	installment	470.00	210.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიკროტალღური ღუმელი	BEKO	installment	460.00	252.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიქსერი	40	installment	510.00	268.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიქსერი	65	installment	270.00	155.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიქსერი	66	installment	180.00	76.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,მიქსერი	ARDESTO	installment	490.00	231.64	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ტოსტერი	32	installment	420.00	234.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ტოსტერი	86	installment	170.00	97.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ყავის აპარატი	33	installment	610.00	370.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,წვენსაწური	86	installment	270.00	148.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ხორცსაკეპი	102	installment	460.00	258.00	1
2026-04	წვრილი ტექნიკა,სამზარეულოს წვრილი ტექნიკა,ხორცსაკეპი	FRANKO	installment	700.00	370.00	1
2026-04	წვრილი ტექნიკა,ტაფა	26	installment	270.00	127.00	1
2026-04	წვრილი ტექნიკა,უთო,ორთქლის უთო	40	installment	310.00	150.00	2
2026-04	წყლის დისპენსერი	FRANKO	installment	370.00	210.00	1
2026-04	ჭურჭლის სარეცხი მანქანა	BEKO	installment	11250.00	6366.00	7
2026-04	ჭურჭლის სარეცხი მანქანა	MARAZZI	installment	1140.00	650.00	1
2026-04	ჭურჭლის სარეცხი მანქანა	MIDEA	installment	3220.00	1880.00	2
2026-04	ჭურჭლის სარეცხი მანქანა	SAMSUNG	installment	6952.00	3928.00	4
2026-04	ხელის ბლენდერი	Adler	installment	80.00	23.00	1
2026-04	ხელის ბლენდერი	FRANKO	installment	250.00	132.00	1
2026-04	ხელის ბლენდერი	MIDEA	installment	170.00	85.00	1
2026-04	ხელის მოტობლოკი	ROYAL	installment	1910.00	1150.00	1
2026-04	ხელსაწყოები,ბაღის ხელსაწყოები,ბაღის მოტო და ელექტრო ინსტრუმენტები	none	installment	580.00	339.70	1
2026-04	ხელსაწყოები,ბაღის ხელსაწყოები,ხელის მოტობლოკი	1393	installment	4780.00	2850.00	3
2026-04	ხორცის მანქანა	KENWOOD	installment	730.00	388.00	1
2026-04	ხორცსაკეპი	FRANKO	installment	660.00	344.00	2
2026-04	ხორცსაკეპი მანქანა	ARDESTO	installment	750.00	477.04	3
2026-04	ხორცსაკეპი მანქანა	FRANKO	installment	360.00	185.00	1
2026-04	ჰაერის კომპრესორი	INGCO	installment	140.00	80.64	1
2026-05		none	installment	3155.00	2080.00	2
2026-05		SAMSUNG	installment	540.00	272.00	1
2026-05	none	N/A	single	90.00	84.00	1
2026-05	none	none	installment	840.00	484.00	2
2026-05	Root	ბრენდის გარეშე	installment	270.00	150.00	1
2026-05	აეროგრილი	BEKO	installment	320.00	183.00	1
2026-05	აეროგრილი	FRANKO	installment	290.00	149.00	1
2026-05	აეროგრილი	Grundig	installment	620.00	359.00	1
2026-05	აეროგრილი	MIDEA	installment	1400.00	818.00	5
2026-05	აეროგრილი	Ninja	installment	7230.00	4200.00	7
2026-05	ავეჯი	Comfort Room	installment	1890.00	850.00	1
2026-05	ავეჯი	N/A	installment	26770.00	15040.71	29
2026-05	ავეჯი	N/A	single	520.00	339.00	1
2026-05	ავეჯი	ბრენდის გარეშე	installment	520.00	272.22	1
2026-05	ავეჯი,გარე ავეჯი,ბაღის საქანელები	N/A	installment	1020.00	450.00	1
2026-05	ავეჯი,გარე ავეჯი,გარე ავეჯის კომპლექტი	N/A	installment	3910.00	2054.15	4
2026-05	ავეჯი,გარე ავეჯი,გარე ავეჯის კომპლექტი	none	installment	7080.00	3956.00	10
2026-05	ავეჯი,გარე ავეჯი,გარე სკამი	Comfort Room	installment	380.00	160.00	2
2026-05	ავეჯი,გარე ავეჯი,პავილიონი & ტენტი	Comfort Room	installment	3780.00	1950.00	3
2026-05	ავეჯი,დივანი	none	installment	1090.00	635.00	1
2026-05	ავეჯი,მაგიდა	N/A	installment	460.00	220.00	1
2026-05	ავეჯი,მატრასი,საძინებელი	none	installment	2110.00	1220.00	4
2026-05	ავეჯი,პუფი,რბილი ავეჯი	none	installment	180.00	100.80	2
2026-05	ავეჯი,საოფისე ავეჯი	none	installment	650.00	370.14	1
2026-05	ავეჯი,სეიფი	none	installment	240.00	122.10	1
2026-05	ავეჯი,სკამი	N/A	installment	150.00	81.88	1
2026-05	ავეჯი,სკამი	none	installment	450.00	285.00	3
2026-05	ავეჯი,ყავის მაგიდა,რბილი ავეჯი,მისაღები,მაგიდა პუფებით	none	installment	1120.00	600.00	2
2026-05	ავტო აქსესუარები,აკუმულატორი	DURACELL	installment	460.00	262.00	1
2026-05	ავტო აქსესუარები,აკუმულატორი	MUTLU	installment	420.00	240.00	1
2026-05	ავტო აქსესუარები,საბურავი	TRIANGLE	installment	1440.00	800.00	4
2026-05	აკუმულატორი	MUTLU	installment	600.00	345.00	1
2026-05	აკუმულატორი	SONIC	installment	230.00	130.00	1
2026-05	აუზი	Bestway	installment	2360.00	1235.00	4
2026-05	აუზი	INTEX	installment	760.00	380.00	2
2026-05	აუზის კიბე	Bestway	installment	220.00	90.00	1
2026-05	აქსესუარები,საათები,მამაკაცის საათები	Casio	installment	640.00	345.00	2
2026-05	აქსესუარები,საათები,უნისექსი	Casio	installment	230.00	119.00	1
2026-05	აქსესუარები,საათები,ქალის საათები	Casio	installment	600.00	337.00	2
2026-05	აქსესუარები,საყურე	PDPAOLA	installment	440.00	239.00	1
2026-05	ბალიში	N/A	installment	70.00	31.32	1
2026-05	ბატუტი	N/A	installment	4090.00	2116.00	6
2026-05	ბაღის ავეჯის კომპლექტი	N/A	installment	480.00	203.67	1
2026-05	ბაღის ავეჯის კომპლექტი	ბრენდის გარეშე	installment	730.00	470.05	1
2026-05	ბაღის საქანელა	N/A	installment	500.00	296.00	2
2026-05	ბენზოხერხი	N/A	installment	440.00	254.84	1
2026-05	ბლენდერი	Bosch	installment	240.00	143.00	1
2026-05	ბლენდერი	MIDEA	installment	140.00	74.00	1
2026-05	ბლენდერი	Ninja	installment	1170.00	760.00	2
2026-05	ბლენდერი	SENCOR	installment	210.00	115.00	1
2026-05	ბუდე საქანელა	N/A	installment	1260.00	600.00	3
2026-05	ბუდე საქანელა	ბრენდის გარეშე	installment	585.00	175.00	1
2026-05	გაზის წყლის გამაცხელებელი	MARAZZI	installment	3850.00	2322.00	6
2026-05	გაზის წყლის გამაცხელებელი	MIDEA	installment	1920.00	1120.00	2
2026-05	გაზქურა	DIXI	installment	1590.00	845.00	2
2026-05	გაზქურა	Millen	installment	990.00	573.00	1
2026-05	გაზქურა	Simfer	installment	6310.00	3530.00	7
2026-05	გამწოვი	SABBLO	installment	250.00	145.00	1
2026-05	გამწოვი	Simfer	installment	830.00	465.00	2
2026-05	გარე ავეჯი,ბაღის საქანელები	none	installment	4380.00	2070.00	8
2026-05	გეიმინგი,გეიმინგ სავარძელი	Marvo	installment	510.00	294.00	1
2026-05	გეიმინგი,ფლეისთეიშენი	SONY	installment	18290.00	10363.00	6
2026-05	დანების ნაკრები	ARDESTO	installment	115.00	74.65	1
2026-05	დინამიკი	LG	installment	1300.00	755.00	1
2026-05	ელექტრო სკუტერი	FRANKO	installment	8370.00	4725.00	6
2026-05	ელექტრო ღუმელი	FRANKO	installment	260.00	138.00	1
2026-05	ელექტრო ღუმელი	Millen	installment	180.00	98.00	1
2026-05	ელექტრო ღუმელი	SCHAUB	installment	250.00	145.00	1
2026-05	ელექტრო ღუმელი	Schaub Lorenz	installment	250.00	145.00	1
2026-05	ეპილატორი	FRANKO	installment	180.00	93.00	1
2026-05	ესპრესოს აპარატი	BEKO	installment	1510.00	799.00	1
2026-05	ველოსიპედი	TRINX	installment	3910.00	2277.00	4
2026-05	ვენტილატორი	SENCOR	installment	700.00	403.00	1
2026-05	თმის და წვერის საჭრელი	PHILIPS	installment	480.00	254.00	2
2026-05	თმის დასახვევი	BABYLISS	installment	260.00	120.00	2
2026-05	თმის ელექტრო სავარცხელი	Camry	installment	180.00	35.00	1
2026-05	თმის საშრობი	PHILIPS	installment	250.00	150.00	1
2026-05	თმის საშრობი	REMINGTON	installment	430.00	217.00	2
2026-05	თმის სტაილერი	DREAME	installment	6300.00	3418.21	5
2026-05	თმის სტაილერი	REMINGTON	installment	230.00	129.00	1
2026-05	თმის სტაილერი	SHARK	installment	6400.00	3720.00	6
2026-05	თმის უთო	FRANKO	installment	100.00	53.00	1
2026-05	თმის უთო	PHILIPS	installment	470.00	270.00	1
2026-05	თმის უთო	REMINGTON	installment	770.00	411.00	3
2026-05	იატაკი & საფარები,ლამინირებული იატაკი	none	installment	1240.00	616.90	31
2026-05	კამერა	Insta360	installment	3040.00	1784.00	1
2026-05	კარ-ფანჯარა & ფურნიტურა,შიდა კარები	none	installment	1080.00	604.84	4
2026-05	კარკასული აუზი	Bestway	installment	1000.00	575.00	2
2026-05	კომპიუტერები & აქსესუარები,მონიტორები	Lenovo	installment	510.00	289.00	1
2026-05	კომპიუტერები & აქსესუარები,მონიტორები	LG	installment	520.00	298.00	1
2026-05	კომპიუტერები & აქსესუარები,მონიტორები	SAMSUNG	installment	4780.00	2793.00	1
2026-05	კონდინციონერი	Hisense	installment	1960.00	1170.00	1
2026-05	კონდიციონერი	ARDESTO	installment	1240.00	762.65	1
2026-05	კონდიციონერი	Hisense	installment	21180.00	12245.00	15
2026-05	კონდიციონერი	MARAZZI	installment	2650.00	1550.00	2
2026-05	კონდიციონერი	MIDEA	installment	20480.00	11620.00	8
2026-05	კონდიციონერი	TCL	installment	2580.00	1499.00	2
2026-05	კონდიციონერი	TCL	single	1280.00	1.00	1
2026-05	კონდიციონერი,კონდიციონერი & გაგრილება	TCL	installment	1190.00	942.00	1
2026-05	მაგიდა 6 სკამით (ღია ყავისფერი)	N/A	installment	560.00	300.00	1
2026-05	მანქანის ხელის უსადენო მტვერსასრუტი	KARCHER	installment	260.00	142.40	1
2026-05	მატრასები	N/A	installment	1230.00	705.00	2
