period	category	brand	deal_type	sales	cogs	qty
2026-01	none	none	installment	285170.00	167430.00	291
2026-01	აეროგრილი	AZRUM	installment	490.00	299.00	1
2026-01	აეროგრილი	FRANKO	installment	1830.00	956.00	4
2026-01	აეროგრილი	Hisense	installment	270.00	160.00	1
2026-01	აეროგრილი	MIDEA	installment	1740.00	1050.00	3
2026-01	აეროგრილი	Ninja	installment	2450.00	1480.00	3
2026-01	აეროგრილი	NUTRIBULLET	installment	590.00	303.00	1
2026-01	აეროგრილი	Panasonic	installment	1040.00	587.00	2
2026-01	აეროგრილი	Zilan	installment	210.00	125.00	1
2026-01	ავეჯი	N/A	installment	7370.00	4491.00	7
2026-01	ავეჯი	ბრენდის გარეშე	installment	2800.00	1660.00	3
2026-01	ბლენდერი	ARDESTO	installment	120.00	67.00	1
2026-01	ბლენდერი	Ninja	installment	670.00	400.00	1
2026-01	ბლენდერი	SENCOR	installment	150.00	89.00	1
2026-01	გაზის გამათბობელი	AKOG	installment	4880.00	2920.00	4
2026-01	გაზის გამათბობელი	ERSEL	installment	5860.00	3280.00	5
2026-01	გაზის წყლის გამაცხელებელი	INNOVITA	installment	980.00	532.00	1
2026-01	გაზის წყლის გამაცხელებელი	KARIZZMA	installment	2160.00	1310.00	2
2026-01	გაზის წყლის გამაცხელებელი	MARAZZI	installment	9490.00	5620.00	13
2026-01	გაზის წყლის გამაცხელებელი	MIDEA	installment	4010.00	2400.00	4
2026-01	გაზქურა	BEKO	installment	5270.00	2789.00	3
2026-01	გაზქურა	DIXI	installment	3330.00	1900.00	4
2026-01	გაზქურა	Simfer	installment	6100.00	3575.00	6
2026-01	გამწოვი	BEKO	installment	570.00	295.00	1
2026-01	გამწოვი	Simfer	installment	530.00	1.00	1
2026-01	დანების ნაკრები	ARDESTO	installment	270.00	127.00	3
2026-01	დენის წყლის გამაცხელებელი	MIDEA	installment	750.00	450.00	1
2026-01	დინამიკი	FRANKO	installment	580.00	297.00	1
2026-01	ელ. გამათბობელი	VOX	installment	210.00	100.00	1
2026-01	ელექტრო გამათბობელი	SENCOR	installment	490.00	249.00	1
2026-01	ელექტრო გამათბობელი	Zilan	installment	330.00	180.00	1
2026-01	ელექტრო სკუტერი	FRANKO	installment	5260.00	2848.00	4
2026-01	ელექტრო ღუმელი	AZRUM	installment	640.00	391.00	1
2026-01	ელექტრო ღუმელი	Hisense	installment	490.00	230.00	1
2026-01	ელექტრო ღუმელი	SCHAUB	installment	450.00	270.00	1
2026-01	ელექტრო ღუმელი	Schaub Lorenz	installment	725.00	430.00	2
2026-01	ელექტრო ჩაიდანი	FRANKO	installment	320.00	171.00	2
2026-01	ელექტრო ჩაიდანი	SENCOR	installment	100.00	41.00	1
2026-01	ელქტერო გამათბობელი	BEKO	installment	180.00	110.00	1
2026-01	ვაფლის აპარატი	FRANKO	installment	140.00	69.00	1
2026-01	თმის გამასწორებელი	PHILIPS	installment	290.00	155.00	1
2026-01	თმის და წვერის საჭრელი	PHILIPS	installment	240.00	134.00	1
2026-01	თმის დასახვევი	REMINGTON	installment	160.00	129.00	1
2026-01	თმის საკრეჭი	FRANKO	installment	100.00	52.00	1
2026-01	თმის საკრეჭი	Panasonic	installment	220.00	126.00	1
2026-01	თმის საშრობი	Camry	installment	90.00	37.00	1
2026-01	თმის საშრობი	FRANKO	installment	250.00	139.00	1
2026-01	თმის საშრობი	REMINGTON	installment	510.00	227.00	2
2026-01	თმის საჭრელი	Panasonic	installment	240.00	134.00	1
2026-01	თმის საჭრელი	PHILIPS	installment	310.00	159.00	1
2026-01	თმის სტაილერი	FRANKO	installment	1680.00	924.00	6
2026-01	თმის სტაილერი	SHARK	installment	7930.00	4800.00	7
2026-01	თმის უთო	Camry	installment	180.00	75.00	1
2026-01	თმის უთო	PHILIPS	installment	820.00	500.00	2
2026-01	თმის უთო	REMINGTON	installment	200.00	86.00	1
2026-01	კარავი	Bestway	installment	150.00	83.00	1
2026-01	კონდენციონერი	Millen	installment	830.00	552.00	1
2026-01	კონდიციონერი	MARAZZI	installment	3810.00	2300.00	3
2026-01	კონდიციონერი	MIDEA	installment	5950.00	4150.00	1
2026-01	კონდიციონერი	MIDEA	single	1180.00	1110.00	1
2026-01	მაცივარი	ARDESTO	installment	1540.00	940.00	1
2026-01	მაცივარი	BEKO	installment	2440.00	1326.00	1
2026-01	მაცივარი	CHIGO	installment	680.00	325.00	1
2026-01	მაცივარი	Hisense	installment	8190.00	4710.00	5
2026-01	მაცივარი	LG	installment	3530.00	2160.00	2
2026-01	მაცივარი	MARAZZI	installment	4100.00	2579.00	3
2026-01	მაცივარი	MIDEA	installment	7640.00	4570.00	4
2026-01	მიკროტალღური ღუმელი	BEKO	installment	350.00	197.00	1
2026-01	მიკროტალღური ღუმელი	Hisense	installment	2160.00	1235.00	5
2026-01	მიკროტალღური ღუმელი	MIDEA	installment	340.00	195.00	1
2026-01	მიკროტალღური ღუმელი	MIDEA	single	657.00	465.00	3
2026-01	მიკროტალღური ღუმელი	Panasonic	installment	440.00	248.00	1
2026-01	მიკროტალღური ღუმელი	Toshiba	installment	605.00	320.00	2
2026-01	მიქსერი	FRANKO	installment	320.00	164.00	1
2026-01	მიქსერი	MIDEA	single	299.00	155.00	1
2026-01	მტვერსასრუტი	BEKO	installment	1720.00	1033.00	4
2026-01	მტვერსასრუტი	Camry	installment	250.00	130.00	1
2026-01	მტვერსასრუტი	FRANKO	installment	1540.00	839.00	4
2026-01	მტვერსასრუტი	Hisense	installment	1470.00	690.00	3
2026-01	მტვერსასრუტი	MIDEA	installment	2890.00	1740.00	3
2026-01	მტვერსასრუტი	SAMSUNG	installment	1010.00	551.00	2
2026-01	მტვერსასრუტი	SENCOR	installment	4230.00	2496.00	3
2026-01	მტვერსასრუტი	SHARK	installment	7240.00	4400.00	6
2026-01	მტვერსასრუტი	Zilan	installment	160.00	95.00	1
2026-01	პურის საცხობი	FRANKO	installment	450.00	235.00	1
2026-01	რობოტი მტვერსასრუტი	MIDEA	installment	6040.00	3660.00	4
2026-01	სარეცხი მანქანა	BEKO	installment	7620.00	4392.00	5
2026-01	სარეცხი მანქანა	HAGEN	installment	1600.00	894.00	2
2026-01	სარეცხი მანქანა	Hisense	installment	13680.00	8045.00	14
2026-01	სარეცხი მანქანა	LG	installment	1440.00	840.00	1
2026-01	სარეცხი მანქანა	MARAZZI	installment	4860.00	3000.00	4
2026-01	სარეცხი მანქანა	MIDEA	installment	8260.00	5035.00	7
2026-01	სარეცხი მანქანა	SAMSUNG	installment	4980.00	3040.00	3
2026-01	სარეცხი მანქანა	SHARP	installment	2210.00	1400.00	1
2026-01	სარეცხი მანქანა საშრობით	Hisense	installment	1480.00	900.00	1
2026-01	სარეცხი მანქანა საშრობით	LG	installment	2180.00	1263.00	1
2026-01	სარეცხი მანქანა საშრობით	SAMSUNG	installment	5080.00	3100.00	2
2026-01	სარეცხი მანქანა+შრობა	MARAZZI	installment	1810.00	1100.00	1
2026-01	სარეცხის საშრობი	BEKO	installment	3630.00	1946.00	2
2026-01	სარეცხის საშრობი	Hisense	installment	1290.00	790.00	1
2026-01	სასწორი	FRANKO	installment	180.00	98.00	2
2026-01	საყინულე	Hisense	installment	850.00	470.00	1
2026-01	სენდვიჩის აპარატი	BRAUN	installment	965.00	608.00	1
2026-01	სკუტერი	FRANKO	installment	7530.00	4172.00	5
2026-01	სკუტერი	MIQILONG	installment	245.00	70.00	1
2026-01	ტაფა	ARDESTO	installment	100.00	44.00	1
2026-01	ტაფა	BERLLONG	installment	200.00	106.00	1
2026-01	ტაფა-ქვაბი	BERLLONG	installment	150.00	72.00	1
2026-01	ტელევიზორი 	2E	installment	6930.00	4222.00	6
2026-01	ტელევიზორი 	BEKO	installment	3430.00	1974.00	3
2026-01	ტელევიზორი 	FRANKO	installment	6110.00	3587.00	10
2026-01	ტელევიზორი 	Hisense	installment	25650.00	15179.00	20
2026-01	ტელევიზორი 	Hisense	single	499.00	329.00	1
2026-01	ტელევიზორი 	iFFALCON	installment	910.00	491.00	1
2026-01	ტელევიზორი 	LG	installment	7910.00	4545.00	3
2026-01	ტელევიზორი 	MARAZZI	installment	3080.00	1878.00	3
2026-01	ტელევიზორი 	SAMSUNG	installment	23235.00	14053.00	12
2026-01	ტელევიზორი 	SAMSUNG	single	1040.00	919.00	1
2026-01	ტელევიზორი 	SHARP	installment	1620.00	900.00	1
2026-01	ტელევიზორი 	SKYWORTH	installment	760.00	425.00	1
2026-01	ტელევიზორი 	SKYWORTH	single	300.00	285.00	1
2026-01	ტელევიზორი 	Sunny	installment	570.00	307.00	1
2026-01	ტელევიზორი 	VOX	installment	1100.00	608.00	1
2026-01	ტელეფონი	Apple	installment	12060.00	4138.00	3
2026-01	ტელეფონი	HONOR	installment	23740.00	14344.00	19
2026-01	ტელეფონი	ბრენდის გარეშე	installment	650.00	379.00	1
2026-01	ტენის ამომშრობი	MIDEA	installment	850.00	510.00	1
2026-01	ტოსტერი	BRAUN	installment	205.00	125.00	1
2026-01	ტოსტერი	FRANKO	installment	600.00	320.00	4
2026-01	უთო	ARDESTO	installment	110.00	47.00	1
2026-01	უთო	Camry	installment	200.00	110.00	2
2026-01	უთო	FRANKO	installment	170.00	86.00	1
2026-01	უთო	Panasonic	installment	140.00	53.00	1
2026-01	უთო	PHILIPS	installment	300.00	65.00	1
2026-01	ქვაბების ნაკრები	ARDESTO	installment	1280.00	701.00	5
2026-01	ქვაბი	BERLLONG	installment	930.00	450.00	5
2026-01	ქიმწმენდის აპარატი	SHARK	installment	1580.00	960.00	2
2026-01	ყავის აპარატი	ARZUM	installment	350.00	217.00	1
2026-01	ყავის აპარატი	BEKO	installment	2720.00	1653.00	4
2026-01	ყავის აპარატი	DELONGHI	installment	5560.00	3400.00	2
2026-01	ყავის აპარატი	Grundig	installment	1350.00	787.00	2
2026-01	ყავის აპარატი	SENCOR	installment	610.00	320.00	1
2026-01	ყინულის აპარატი	Camry	installment	670.00	350.00	1
2026-01	ჩაიდანი	Adler	installment	100.00	39.00	1
2026-01	ჩაიდანი	FRANKO	installment	110.00	60.00	1
2026-01	ჩაიდანი	MIDEA	installment	90.00	48.00	1
2026-01	ჩასაშენებელი ელექტრო ქურა	MIDEA	installment	610.00	380.00	1
2026-01	ჩასაშენებელი ზედაპირი	MIDEA	installment	1750.00	1060.00	2
2026-01	ჩასაშენებელი ზედაპირი	Simfer	installment	370.00	210.00	1
2026-01	ჩასაშენებელი ინდუქციური ქურა	HANSA	installment	930.00	544.00	1
2026-01	ჩასაშენებელი ღუმელი	MIDEA	installment	1570.00	960.00	1
2026-01	ჩასაშენებელი ღუმელი	Millen	installment	720.00	431.00	1
2026-01	ჩირის აპარატი	FRANKO	installment	210.00	109.00	1
2026-01	ჩოფერი	FRANKO	installment	260.00	132.00	2
2026-01	ცენტრალური გათბობის ქვაბი	ARISTON	installment	7465.00	4425.00	2
2026-01	ცენტრალური გათბობის ქვაბი	MIDEA	installment	9910.00	6265.00	4
2026-01	წვენსაწური	FRANKO	installment	220.00	116.00	1
2026-01	წვენსაწური	Panasonic	installment	610.00	342.00	1
2026-01	წვერსაპარსი	Panasonic	installment	370.00	165.00	1
2026-01	წვერსაპარსი	PHILIPS	installment	690.00	404.00	2
2026-01	წყლის გამაცხელებელი	MIDEA	installment	1070.00	640.00	1
2026-01	წყლის დისპენსერი	Millen	installment	620.00	375.00	1
2026-01	ჭურჭლის სარეცხი მანქანა	BEKO	installment	7140.00	4139.00	4
2026-01	ჭურჭლის სარეცხი მანქანა	GALANZ	installment	1975.00	1199.00	2
2026-01	ჭურჭლის სარეცხი მანქანა	MARAZZI	installment	6970.00	4149.00	6
2026-01	ჭურჭლის სარეცხი მანქანა	SAMSUNG	installment	6620.00	3785.00	4
2026-01	ჭურჭლის სარეცხი მანქანა	SHARP	installment	1480.00	880.00	1
2026-01	ხელის ბლენდერი	Adler	installment	75.00	23.00	1
2026-01	ხელის ბლენდერი	BRAUN	installment	1320.00	712.00	5
2026-01	ხორცსაკეპი	FRANKO	installment	340.00	185.00	1
2026-01	ხორცსაკეპი	KENWOOD	installment	760.00	399.00	1
2026-01	ხორცსაკეპი მანქანა	FRANKO	installment	460.00	111.00	1
2026-01	ჰაერის გამწმენდი	BEKO	installment	380.00	224.00	1
2026-02	none	none	installment	228935.00	130714.00	225
2026-02	აეროგრილი	BEKO	installment	620.00	319.00	1
2026-02	აეროგრილი	Hisense	installment	350.00	160.00	1
2026-02	აეროგრილი	MIDEA	installment	4490.00	2513.00	10
2026-02	აეროგრილი	MIDEA	single	170.00	122.00	1
2026-02	აეროგრილი	Ninja	installment	3890.00	2280.00	4
2026-02	აეროგრილი	Ninja	single	720.00	680.00	1
2026-02	ავეჯი	N/A	installment	12850.00	7490.00	14
2026-02	ავეჯი	ბრენდის გარეშე	installment	2860.00	1725.00	2
2026-02	აკუმულატორი	MUTLU	installment	490.00	245.00	1
2026-02	აკუმულატორი	N/A	installment	350.00	185.00	1
2026-02	ბლენდერი	Adler	installment	180.00	75.00	1
2026-02	ბლენდერი	ARZUM	installment	170.00	68.00	1
2026-02	ბლენდერი	BRAUN	installment	390.00	230.00	1
2026-02	ბლენდერი	FRANKO	installment	240.00	119.00	1
2026-02	ბლენდერი	MIDEA	installment	530.00	275.00	3
2026-02	ბლენდერი	Panasonic	installment	370.00	135.00	1
2026-02	ბუდე საქანელა	N/A	installment	290.00	152.00	1
2026-02	გაზის გამათბობელი	ERSEL	installment	3630.00	2060.00	3
2026-02	გაზის წყლის გამაცხელებელი	INNOVITA	installment	980.00	592.00	1
2026-02	გაზის წყლის გამაცხელებელი	MARAZZI	installment	9930.00	5750.00	13
2026-02	გაზის წყლის გამაცხელებელი	MIDEA	installment	6080.00	3620.00	6
2026-02	გაზქურა	BEKO	installment	1850.00	1026.00	1
2026-02	გაზქურა	DIXI	installment	2470.00	1385.00	3
2026-02	გაზქურა	Simfer	installment	12230.00	7063.00	10
2026-02	გამწოვი	MIDEA	installment	830.00	480.00	2
2026-02	გამწოვი	SAMSUNG	installment	1010.00	601.00	2
2026-02	გამწოვი	Simfer	installment	700.00	360.00	2
2026-02	დანების ნაკრები	ARDESTO	installment	390.00	207.00	3
2026-02	დენის წყლის გამაცხელებელი	MIDEA	installment	3030.00	1800.00	4
2026-02	დინამიკი	FRANKO	installment	1470.00	734.00	2
2026-02	ელ. გამათბობელი	Zilan	installment	330.00	181.00	1
2026-02	ელექტრო სავარცხელი	PHILIPS	installment	340.00	195.00	1
2026-02	ელექტრო სკუტერი	FRANKO	installment	7210.00	3838.00	5
2026-02	ელექტრო ღუმელი	ARZUM	installment	650.00	374.00	1
2026-02	ელექტრო ღუმელი	FRANKO	installment	420.00	222.00	1
2026-02	ელექტრო ღუმელი	SCHAUB	installment	720.00	409.00	3
2026-02	ელექტრო ღუმელი	Schaub Lorenz	installment	240.00	145.00	1
2026-02	ეპილატორი	FRANKO	installment	170.00	93.00	1
2026-02	ესპრესოს ავტომატური ყავის აპარატი	DELONGHI	installment	650.00	370.00	1
2026-02	ესპრესოს აპარატი	BEKO	installment	1540.00	799.00	1
2026-02	ველოსიპედი	TRINX	installment	590.00	355.00	1
2026-02	თმის და წვერის საჭრელი	PHILIPS	installment	220.00	120.00	1
2026-02	თმის საშრობი	BABYLISS	installment	210.00	98.00	1
2026-02	თმის საჭრელი	PHILIPS	installment	300.00	159.00	1
2026-02	თმის სტაილერი	FRANKO	installment	1140.00	616.00	4
2026-02	თმის სტაილერი	FRANKO	single	230.00	154.00	1
2026-02	თმის უთო	REMINGTON	installment	410.00	195.00	2
2026-02	კარკასული აუზი	Bestway	installment	510.00	296.00	1
2026-02	კონდიციონერი	CHIGO	installment	4140.00	2420.00	2
2026-02	კონდიციონერი	Hisense	installment	3860.00	2305.00	3
2026-02	კონდიციონერი	MARAZZI	installment	5290.00	3014.00	4
2026-02	კონდიციონერი	MIDEA	installment	7777.00	5710.00	5
2026-02	კონდიციონერი	MIDEA	single	2430.00	2120.00	1
2026-02	მაცივარი	FRANKO	installment	1230.00	715.00	1
2026-02	მაცივარი	Hisense	installment	10480.00	6140.00	9
2026-02	მაცივარი	LG	installment	4540.00	2580.00	2
2026-02	მაცივარი	MARAZZI	installment	2220.00	111.00	1
2026-02	მაცივარი	MIDEA	installment	5400.00	3125.00	3
2026-02	მიკროტალღური ღუმელი	BEKO	installment	370.00	197.00	1
2026-02	მიკროტალღური ღუმელი	LG	installment	500.00	300.00	1
2026-02	მიკროტალღური ღუმელი	MIDEA	installment	1070.00	605.00	4
2026-02	მიქსერი	Camry	installment	510.00	235.00	1
2026-02	მიქსერი	FRANKO	installment	340.00	178.00	2
2026-02	მიქსერი	MIDEA	installment	140.00	80.00	1
2026-02	მტვერსასრუტი	BEKO	installment	830.00	438.00	2
2026-02	მტვერსასრუტი	Hisense	installment	250.00	145.00	1
2026-02	მტვერსასრუტი	KARCHER	installment	1580.00	825.00	2
2026-02	მტვერსასრუტი	MIDEA	installment	10290.00	5910.00	11
2026-02	მტვერსასრუტი	SAMSUNG	installment	510.00	283.00	1
2026-02	მტვერსასრუტი	SHARK	installment	1230.00	720.00	1
2026-02	მტვერსასრუტი	Zilan	installment	170.00	97.00	1
2026-02	პოპკორნის აპარატი	FRANKO	installment	100.00	49.00	1
2026-02	რობოტი მტვერსასრუტი	MIDEA	installment	9710.00	5745.00	5
2026-02	რობოტი მტვერსასრუტი	SENCOR	installment	3380.00	1950.00	2
2026-02	როლიკი	NEON	installment	220.00	111.00	1
2026-02	საბურავი	NANKANG	installment	1720.00	980.00	4
2026-02	საბურავი	NEXEN	installment	1840.00	1052.00	4
2026-02	საბურავი	ROYALBLACK	installment	580.00	296.00	2
2026-02	საკერავი მანქანა	Janome	installment	860.00	540.00	1
2026-02	სამზარეულოს კომბაინი	Ninja	single	470.00	440.00	1
2026-02	სარეცხი მანქანა	BEKO	installment	3310.00	1806.00	2
2026-02	სარეცხი მანქანა	BEKO	single	829.00	591.00	1
2026-02	სარეცხი მანქანა	CHIGO	installment	1110.00	675.00	1
2026-02	სარეცხი მანქანა	Hisense	installment	12900.00	7355.00	12
2026-02	სარეცხი მანქანა	LG	installment	11170.00	6474.00	7
2026-02	სარეცხი მანქანა	MARAZZI	installment	2130.00	1290.00	2
2026-02	სარეცხი მანქანა	MIDEA	installment	24628.00	14920.00	18
2026-02	სარეცხი მანქანა	SAMSUNG	installment	5740.00	3355.00	3
2026-02	სარეცხი მანქანა	SHARP	installment	1370.00	825.00	1
2026-02	სარეცხი მანქანა საშრობით	Hisense	installment	3490.00	2070.00	2
2026-02	სარეცხი მანქანა საშრობით	SAMSUNG	installment	2700.00	1580.00	1
2026-02	სარეცხი მანქანა+შრობა	MARAZZI	installment	1830.00	1050.00	1
2026-02	სარეცხის საშრობი	Hisense	installment	3100.00	1840.00	2
2026-02	სარეცხის საშრობი	MIDEA	installment	3600.00	2470.00	2
2026-02	სარწყავი მილი	2E	installment	200.00	77.00	1
2026-02	სასწორი	FRANKO	installment	80.00	38.00	1
2026-02	საყინულე	CHIGO	installment	1130.00	650.00	1
2026-02	საყინულე	MARAZZI	installment	1070.00	594.00	1
2026-02	სენდვიჩის აპარატი	TEFAL	installment	240.00	85.00	1
2026-02	სლაშის აპარატი	Ninja	installment	1440.00	880.00	1
2026-02	ტაფა	ARDESTO	installment	310.00	144.00	4
2026-02	ტაფა	TEFAL	installment	270.00	156.00	1
2026-02	ტაფა ქვაბი	BERLLONG	installment	180.00	90.00	1
2026-02	ტელევიზორი 	BEKO	installment	6290.00	3429.00	4
2026-02	ტელევიზორი 	FRANKO	installment	10080.00	5940.00	14
2026-02	ტელევიზორი 	Hisense	installment	18080.00	10558.00	12
2026-02	ტელევიზორი 	MARAZZI	installment	920.00	560.00	1
2026-02	ტელევიზორი 	SAMSUNG	installment	8710.00	5259.00	4
2026-02	ტელევიზორი 	SAMSUNG	single	11120.00	10560.00	8
2026-02	ტელევიზორი 	SKYWORTH	installment	2260.00	1305.00	3
2026-02	ტელეფონი	Apple	installment	14500.00	8575.00	4
2026-02	ტელეფონი	HONOR	installment	144510.00	85248.00	134
2026-02	ტელეფონი	SAMSUNG	installment	8700.00	4530.00	19
2026-02	ტოსტერი	Camry	installment	100.00	45.00	1
2026-02	ტოსტერი	CUISINART	installment	350.00	197.00	1
2026-02	ტრიმერი	PHILIPS	installment	120.00	57.00	1
2026-02	უთო	Adler	installment	60.00	25.00	1
2026-02	უთო	BRAUN	installment	950.00	500.00	3
2026-02	უთო	FRANKO	installment	365.00	189.00	1
2026-02	უთო	Panasonic	installment	265.00	118.00	2
2026-02	უთო	TEFAL	installment	200.00	115.00	1
2026-02	ქვაბების ნაკრები	ARDESTO	installment	180.00	75.00	1
2026-02	ქვაბი	ARDESTO	installment	170.00	66.00	2
2026-02	ქიმწმენდის აპარატი	SHARK	installment	1610.00	960.00	2
2026-02	ყავის აპარატი	BEKO	installment	1720.00	879.00	1
2026-02	ყურსასმენი	JBL	installment	220.00	169.00	1
2026-02	ყურსასმენი	OnePlus	installment	154.00	118.00	1
2026-02	ყურსასმენი	SAMSUNG	installment	200.00	114.00	1
2026-02	ყურსასმენი	SONY	installment	980.00	564.00	2
2026-02	ჩაიდანი	BRAUN	installment	155.00	65.00	1
2026-02	ჩაიდანი	MIDEA	installment	130.00	67.00	2
2026-02	ჩაიდანი	Ninja	single	260.00	240.00	1
2026-02	ჩასაშენებელი ზედაპირი	DIXI	installment	280.00	150.00	1
2026-02	ჩასაშენებელი ზედაპირი	FRANKO	installment	780.00	443.00	1
2026-02	ჩასაშენებელი ზედაპირი	MIDEA	installment	870.00	510.00	1
2026-02	ჩასაშენებელი ზედაპირი	Simfer	installment	1430.00	825.00	2
2026-02	ჩასაშენებელი ღუმელი	HANSA	installment	1300.00	710.00	1
2026-02	ჩასაშენებელი ღუმელი	MIDEA	installment	2650.00	1570.00	2
2026-02	ჩასაშენებელი ღუმელი	Simfer	installment	2120.00	1185.00	3
2026-02	ჩასაშენებელი ჭურჭლის სარეცხი მანქანა	MARAZZI	installment	2350.00	1373.00	1
2026-02	ჩასაშენებელი ჭურჭლის სარეცხი მანქანა	MIDEA	installment	1050.00	610.00	1
2026-02	ჩოფერი	Adler	installment	100.00	50.00	1
2026-02	ჩოფერი	FRANKO	installment	130.00	61.00	1
2026-02	ცენტრალური გათბობის ქვაბი	ARISTON	installment	4020.00	2350.00	1
2026-02	ცენტრალური გათბობის ქვაბი	MIDEA	installment	4880.00	3095.00	2
2026-02	წვენსაწური	FRANKO	installment	290.00	156.00	1
2026-02	წვენსაწური	MESKO	installment	390.00	170.00	2
2026-02	წვერსაპარსი	MESKO	installment	90.00	35.00	1
2026-02	წვერსაპარსი	Panasonic	installment	360.00	165.00	1
2026-02	წვერსაპარსი	PHILIPS	installment	710.00	410.00	3
2026-02	წყლის დისპენსერი	DIXI	installment	700.00	400.00	1
2026-02	ჭურჭლის სარეცხი მანქანა	BEKO	installment	7510.00	3891.00	4
2026-02	ჭურჭლის სარეცხი მანქანა	GALANZ	installment	1060.00	619.00	1
2026-02	ჭურჭლის სარეცხი მანქანა	MARAZZI	installment	3260.00	1900.00	3
2026-02	ჭურჭლის სარეცხი მანქანა	MIDEA	installment	2840.00	1520.00	2
2026-02	ჭურჭლის სარეცხი მანქანა	SAMSUNG	installment	3660.00	2040.00	2
2026-02	ხორცსაკეპი	Adler	installment	450.00	260.00	2
2026-03	N/A	N/A	installment	1150.00	680.00	1
2026-03	none	48	installment	1240.00	713.00	1
2026-03	none	none	installment	150295.00	84722.55	153
2026-03	აეროგრილი	BRAUN	installment	440.00	239.00	1
2026-03	აეროგრილი	DREAME	installment	880.00	487.02	1
2026-03	აეროგრილი	FRANKO	installment	660.00	349.00	2
2026-03	აეროგრილი	MIDEA	installment	2650.00	1457.00	7
2026-03	აეროგრილი	Ninja	installment	2980.00	1720.00	3
2026-03	აეროგრილი	Ninja	single	645.00	612.00	1
2026-03	აეროგრილი	NUTRIBULLET	installment	1620.00	846.00	3
2026-03	აეროგრილი	Panasonic	installment	570.00	318.00	1
2026-03	აეროგრილი	SENCOR	installment	480.00	281.00	1
2026-03	ავეჯი	Comfort Room	installment	230.00	120.00	1
2026-03	ავეჯი	N/A	installment	24630.00	14216.92	25
2026-03	ავეჯი	ბრენდის გარეშე	installment	2980.00	1682.25	3
2026-03	აკუმულატორი	MUTLU	installment	940.00	520.00	1
2026-03	ბატუტი	N/A	installment	870.00	406.00	2
2026-03	ბაღის ავეჯის კომპლექტი	N/A	installment	220.00	103.55	1
2026-03	ბაღის საქანელა	N/A	installment	2360.00	1339.12	6
2026-03	ბლენდერი	Adler	installment	80.00	23.00	1
2026-03	ბლენდერი	AZRUM	installment	220.00	118.00	1
2026-03	ბლენდერი	BRAUN	installment	240.00	129.00	1
2026-03	ბლენდერი	MIDEA	installment	220.00	115.00	1
2026-03	ბლინის ტაფა	FRANKO	installment	160.00	74.00	2
2026-03	ბუდე საქანელა	N/A	installment	2070.00	994.27	6
2026-03	ბუდე საქანელა	ბრენდის გარეშე	installment	1310.00	793.20	3
2026-03	გაზის გამათბობელი	AKOG	installment	2440.00	1355.00	2
2026-03	გაზის გამათბობელი	ERSEL	installment	1200.00	660.00	1
2026-03	გაზის წყლის გამაცხელებელი	MARAZZI	installment	11170.00	6480.00	15
2026-03	გაზის წყლის გამაცხელებელი	MIDEA	installment	10500.00	6080.00	10
2026-03	გაზქურა	BEKO	installment	10140.00	5075.00	6
2026-03	გაზქურა	BEKO	single	1850.00	1026.00	1
2026-03	გაზქურა	DIXI	installment	3440.00	1860.00	4
2026-03	გაზქურა	Simfer	installment	13480.00	7514.00	12
2026-03	გამწოვი	BEKO	installment	2230.00	1166.00	3
2026-03	გამწოვი	FRANKO	installment	430.00	218.00	1
2026-03	გამწოვი	HANSA	installment	460.00	215.00	1
2026-03	გამწოვი	MIDEA	installment	840.00	480.00	2
2026-03	გამწოვი	MIDEA	single	275.00	260.00	1
2026-03	გამწოვი	SABBLO	installment	320.00	150.00	1
2026-03	გამწოვი	SAMSUNG	installment	1140.00	632.00	1
2026-03	გამწოვი	Simfer	installment	2330.00	1335.00	6
2026-03	დანების ნაკრები	ARDESTO	installment	70.00	29.00	1
2026-03	დენის წყლის გამაცხელებელი	MIDEA	installment	2500.00	1385.00	4
2026-03	დენის წყლის გამაცხელებელი	VOX	installment	780.00	419.00	1
2026-03	დინამიკი	2E	installment	100.00	36.58	1
2026-03	დისპენსერი	DIXI	single	579.00	420.00	1
2026-03	დრელი	Bosch	installment	300.00	229.08	1
2026-03	ელ. გამათბობელი	VOX	installment	220.00	99.00	1
2026-03	ელექტრო გამათბობელი	SENCOR	installment	570.00	261.00	3
2026-03	ელექტრო სავარცხელი	Adler	installment	150.00	55.00	1
2026-03	ელექტრო სავარცხელი	BABYLISS	installment	1680.00	872.00	4
2026-03	ელექტრო სკუტერი	FRANKO	installment	8440.00	4532.00	6
2026-03	ელექტრო ღუმელი	FRANKO	installment	1340.00	720.00	4
2026-03	ელექტრო ღუმელი	Hisense	installment	510.00	230.00	1
2026-03	ელექტრო ღუმელი	SCHAUB	installment	1380.00	778.00	4
2026-03	ელექტრო ღუმელი	Schaub Lorenz	installment	250.00	145.00	1
2026-03	ესპრესოს ავტომატური ყავის აპარატი	DELONGHI	installment	1270.00	745.00	2
2026-03	ესპრესოს აპარატი	Ninja	installment	2460.00	1439.00	1
2026-03	ვაფლის აპარატი	FRANKO	installment	280.00	138.00	2
2026-03	ზეთის რადიატორი	BEKO	installment	340.00	110.00	1
2026-03	თმის და წვერის საჭრელი	PHILIPS	installment	440.00	240.00	2
2026-03	თმის დასახვევი	BABYLISS	installment	460.00	254.00	2
2026-03	თმის საკრეჭი	Panasonic	installment	200.00	110.00	1
