product_id	start_price	final_price	deal_type
17081	530.00	970.00	installment
15857	372.00	650.00	installment
15857	372.00	650.00	installment
16771	879.00	1640.00	installment
3706	860.00	1500.00	installment
16443	711.00	1240.00	installment
27	129.00	240.00	installment
13814	220.00	440.00	installment
17088	118.40	190.00	installment
15892	389.00	670.00	installment
16896	950.00	1640.00	installment
237	240.00	420.00	installment
13367	1200.00	2060.00	installment
17040	798.00	1930.00	installment
3502	490.00	850.00	installment
10113	66.00	140.00	installment
15243	278.00	530.00	installment
13295	445.00	820.00	installment
16443	713.00	1240.00	installment
16896	950.00	1640.00	installment
17095	319.20	560.00	installment
17033	285.00	510.00	installment
17091	713.00	1240.00	installment
15895	389.00	670.00	installment
11781	650.00	1140.00	installment
11847	435.00	750.00	installment
16316	970.00	1650.00	installment
12140	1300.00	2220.00	installment
15230	790.00	1480.00	installment
17052	300.00	520.00	installment
3775	465.00	800.00	installment
13332	275.00	480.00	installment
17174	325.00	560.00	installment
13608	500.00	860.00	installment
15442	779.00	1530.00	installment
9072	560.00	960.00	installment
13348	250.00	470.00	installment
16056	389.00	670.00	installment
7777	235.00	420.00	installment
9154	320.00	610.00	installment
15964	1035.00	1640.00	installment
17110	758.90	1450.00	installment
16836	712.00	1240.00	installment
784	305.00	590.00	installment
13244	48.00	90.00	installment
15666	1580.00	2700.00	installment
4928	159.00	300.00	installment
13608	500.00	860.00	installment
16896	948.00	1640.00	installment
16443	713.00	1240.00	installment
14340	719.00	1350.00	installment
16931	499.80	930.00	installment
17123	185.00	360.00	installment
13330	335.00	630.00	installment
17108	395.00	560.00	installment
402	1145.00	1960.00	installment
12885	530.00	910.00	installment
6329	109.00	220.00	installment
17114	102.00	220.00	installment
17692	716.00	1300.00	installment
13814	220.00	380.00	installment
17121	119.00	220.00	installment
15895	388.00	670.00	installment
12042	1104.00	2410.00	installment
13094	892.00	1840.00	installment
14348	1009.00	1920.00	installment
16460	935.00	1620.00	installment
7824	99.00	190.00	installment
16618	29.00	60.00	installment
17134	560.00	960.00	installment
16932	1083.00	2060.00	installment
17130	920.00	1580.00	installment
16361	500.00	860.00	installment
6603	1325.00	2260.00	installment
12790	224.00	540.00	installment
16083	453.00	780.00	installment
17131	3868.00	5030.00	installment
16897	961.00	1650.00	installment
16897	961.00	1650.00	installment
12063	930.00	1590.00	installment
15570	820.00	1400.00	installment
5033	465.00	860.00	installment
15279	900.00	1540.00	installment
11847	435.00	750.00	installment
3691	920.00	1580.00	installment
15858	370.00	650.00	installment
12460	420.00	720.00	installment
15527	317.00	590.00	installment
17144	709.00	1220.00	installment
14221	605.00	1040.00	installment
16639	935.00	1620.00	installment
15442	779.00	1530.00	installment
17155	103.55	220.00	installment
17157	157.52	330.00	installment
17158	146.78	250.00	installment
16846	961.00	1650.00	installment
17007	948.00	1640.00	installment
17210	520.00	940.00	installment
6078	680.00	1150.00	installment
15901	460.00	800.00	installment
16655	453.80	870.00	installment
17161	225.00	430.00	installment
16153	960.00	1640.00	installment
16153	960.00	1640.00	installment
16523	1200.00	2060.00	installment
15895	388.00	670.00	installment
6113	680.00	1150.00	installment
16539	401.00	700.00	installment
16384	277.00	540.00	installment
14340	720.00	1340.00	installment
17237	594.00	1020.00	installment
15230	790.00	1480.00	installment
3502	490.00	850.00	installment
16539	403.00	700.00	installment
16471	712.00	1240.00	installment
16539	403.00	700.00	installment
17173	1439.00	2460.00	installment
16539	401.00	700.00	installment
17007	948.00	1640.00	installment
16126	251.00	430.00	installment
16443	712.00	1240.00	installment
13262	680.00	1160.00	installment
13330	335.00	630.00	installment
16539	403.00	690.00	installment
17052	299.00	520.00	installment
17052	299.00	520.00	installment
17208	145.00	270.00	installment
802	85.00	180.00	installment
11676	83.00	170.00	installment
13817	197.00	420.00	installment
14408	88.00	150.00	installment
17052	297.00	520.00	installment
147	360.00	710.00	installment
6603	1325.00	2260.00	installment
801	334.00	630.00	installment
16083	453.00	780.00	installment
6893	635.00	1090.00	installment
8623	300.00	560.00	installment
13877	650.00	1140.00	installment
16443	712.00	1240.00	installment
147	345.00	710.00	installment
3733	840.00	1490.00	installment
9579	735.00	1260.00	installment
12587	1000.00	1770.00	installment
4201	755.00	1340.00	installment
17214	145.00	250.00	installment
16846	961.00	1650.00	installment
5033	465.00	860.00	installment
15133	899.00	1880.00	installment
3699	640.00	1110.00	installment
17112	157.52	330.00	installment
16083	453.00	780.00	installment
3650	118.00	220.00	installment
5989	38.00	80.00	installment
14589	237.00	460.00	installment
16897	961.00	1650.00	installment
3435	615.00	1140.00	installment
12636	735.00	1260.00	installment
12528	1319.00	2770.00	installment
11751	294.00	510.00	installment
16897	961.00	1650.00	installment
17234	127.00	230.00	installment
3192	37.00	80.00	installment
3334	185.00	360.00	installment
15665	270.00	470.00	installment
16571	235.00	540.00	installment
16539	403.00	700.00	installment
6893	635.00	1090.00	installment
12514	450.00	780.00	installment
17226	594.00	1020.00	installment
17226	594.00	1020.00	installment
17246	891.00	1640.00	installment
16443	708.00	1240.00	installment
6576	745.00	1270.00	installment
3699	640.00	1110.00	installment
16443	710.00	1240.00	installment
15446	686.00	1260.00	installment
16539	403.00	700.00	installment
12587	1000.00	1770.00	installment
16083	453.00	780.00	installment
16846	961.00	1650.00	installment
15895	388.00	670.00	installment
13262	680.00	1160.00	installment
15895	388.00	670.00	installment
9873	335.00	580.00	installment
17289	631.00	1200.00	installment
11847	435.00	750.00	installment
12490	120.00	230.00	installment
17158	146.78	250.00	installment
16442	928.00	1620.00	installment
17162	446.25	750.00	installment
3777	134.00	250.00	installment
16616	186.00	330.00	installment
4633	715.00	1220.00	installment
3518	260.00	275.00	single
3721	1160.00	1220.00	single
8467	865.00	910.00	single
12893	1230.00	1300.00	single
16040	500.00	530.00	single
16091	420.00	445.00	single
17134	590.00	620.00	single
6893	635.00	1090.00	installment
3680	557.00	585.00	single
16353	590.00	665.00	single
782	273.00	510.00	installment
11863	168.00	280.00	installment
14365	1159.00	2110.00	installment
16443	712.00	1240.00	installment
15858	371.00	650.00	installment
14436	1110.00	1890.00	installment
146	360.00	700.00	installment
188	299.00	560.00	installment
16846	959.00	1650.00	installment
16083	452.00	780.00	installment
15895	386.00	670.00	installment
13569	69.00	140.00	installment
13585	127.00	230.00	installment
14598	103.00	190.00	installment
15535	106.00	230.00	installment
17252	90.00	190.00	installment
13084	239.00	420.00	installment
3691	920.00	1580.00	installment
3733	840.00	1490.00	installment
7824	99.00	190.00	installment
10118	245.00	420.00	installment
16498	707.00	1240.00	installment
16980	1020.00	1960.00	installment
17272	360.00	620.00	installment
16897	959.00	1650.00	installment
17162	446.25	870.00	installment
15895	388.00	670.00	installment
15524	231.00	490.00	installment
14199	829.00	1450.00	installment
1632	116.00	230.00	installment
3192	37.00	80.00	installment
17126	159.00	310.00	installment
12939	44.00	90.00	installment
13084	239.00	420.00	installment
13595	36.58	100.00	installment
14351	3080.00	5290.00	installment
13946	485.00	880.00	installment
14340	719.00	1350.00	installment
16083	451.00	780.00	installment
15895	388.00	670.00	installment
14365	1230.00	1910.00	installment
15858	370.00	620.00	installment
16813	862.50	1670.00	installment
14340	719.00	1350.00	installment
4019	140.00	240.00	installment
7043	140.00	240.00	installment
17274	370.00	660.00	installment
8767	1228.00	2090.00	installment
17275	145.00	190.00	single
17327	719.00	1260.00	installment
16539	401.00	700.00	installment
17281	1220.84	2260.00	installment
17006	203.00	360.00	installment
13946	485.00	880.00	installment
17052	297.00	520.00	installment
6319	1020.00	1960.00	installment
17034	600.00	1040.00	installment
7376	570.00	990.00	installment
15442	779.00	1530.00	installment
17156	158.00	330.00	installment
16165	249.00	430.00	installment
16539	401.00	700.00	installment
1272	59.00	120.00	installment
15712	995.00	1700.00	installment
17302	868.00	1500.00	installment
16314	103.55	220.00	installment
17300	158.00	330.00	installment
8369	63.00	130.00	installment
13848	107.00	200.00	installment
13094	869.00	1840.00	installment
15525	185.00	340.00	installment
15894	220.00	380.00	installment
17121	119.00	220.00	installment
3687	515.00	880.00	installment
12536	420.00	720.00	installment
3416	279.00	460.00	installment
15739	992.00	1670.00	installment
14629	53.00	130.00	installment
14770	145.00	320.00	installment
16961	215.00	410.00	installment
17266	237.00	410.00	installment
17554	650.00	1210.00	installment
8204	930.00	1660.00	installment
17310	135.59	250.00	installment
17158	146.78	250.00	installment
17296	401.00	700.00	installment
13518	467.00	810.00	installment
12621	440.00	760.00	installment
5112	609.00	1050.00	installment
16426	400.00	700.00	installment
15739	975.00	1670.00	installment
9589	1250.00	2130.00	installment
16897	954.00	1650.00	installment
17157	158.00	330.00	installment
17331	568.00	1110.00	installment
14396	899.00	1540.00	installment
17172	430.00	750.00	installment
1361	42.00	90.00	installment
17234	127.00	230.00	installment
16165	249.00	430.00	installment
16897	954.00	1650.00	installment
16846	953.00	1650.00	installment
16897	953.00	1650.00	installment
17157	147.25	330.00	installment
17342	237.00	410.00	installment
15230	790.00	1480.00	installment
6078	680.00	1150.00	installment
17174	460.00	1040.00	installment
9103	216.00	470.00	installment
17309	237.00	420.00	installment
15167	595.00	1060.00	installment
8380	735.00	1260.00	installment
11080	479.00	760.00	installment
3699	640.00	1110.00	installment
17019	650.00	1210.00	installment
16539	400.00	700.00	installment
638	80.00	210.00	installment
17344	251.00	510.00	installment
6235	1080.00	1820.00	installment
17174	460.00	800.00	installment
17157	147.25	330.00	installment
17158	146.78	260.00	installment
17347	501.00	660.00	installment
16846	954.00	1650.00	installment
17162	476.00	870.00	installment
5112	609.00	1050.00	installment
1272	59.00	120.00	installment
11931	281.00	480.00	installment
17348	74.52	100.00	installment
17350	145.00	190.00	installment
17351	117.00	160.00	installment
17352	229.08	300.00	installment
17353	220.00	300.00	installment
158	375.00	680.00	installment
14800	190.00	380.00	installment
1273	82.00	180.00	installment
12138	236.00	370.00	installment
2058	635.00	1090.00	installment
14812	286.00	510.00	installment
16558	664.00	1210.00	installment
15374	230.00	510.00	installment
17367	195.00	340.00	installment
16081	249.00	430.00	installment
401	890.00	1640.00	installment
13295	445.00	770.00	installment
13535	580.00	1020.00	installment
17157	147.25	330.00	installment
9873	335.00	580.00	installment
13301	391.00	670.00	installment
15160	365.00	660.00	installment
15281	190.00	330.00	installment
13380	835.00	1500.00	installment
16460	928.00	1620.00	installment
11912	800.00	1380.00	installment
16471	707.00	1240.00	installment
14389	892.00	1550.00	installment
10149	220.00	380.00	installment
16081	249.00	430.00	installment
15895	385.00	670.00	installment
17002	941.00	1640.00	installment
11975	650.00	1110.00	installment
12636	735.00	1260.00	installment
16153	960.00	1640.00	installment
10111	53.00	100.00	installment
16019	160.00	280.00	installment
15857	369.00	650.00	installment
15858	369.00	650.00	installment
15857	369.00	650.00	installment
13295	445.00	770.00	installment
17342	199.00	410.00	installment
4447	940.00	1770.00	installment
13608	500.00	860.00	installment
17395	255.00	470.00	installment
163	1020.00	1870.00	installment
16384	275.00	540.00	installment
15739	974.00	1670.00	installment
3473	115.00	220.00	installment
10229	127.00	270.00	installment
15562	132.00	280.00	installment
15563	106.00	225.00	installment
17347	501.00	860.00	installment
13013	778.00	1510.00	installment
17411	386.00	760.00	installment
771	230.00	410.00	installment
4062	99.00	220.00	installment
150	530.00	950.00	installment
17412	1280.00	2180.00	installment
17347	501.00	860.00	installment
16512	400.00	700.00	installment
3502	490.00	850.00	installment
16846	952.00	1650.00	installment
17019	650.00	845.00	installment
13091	1730.00	3030.00	installment
14221	605.00	1030.00	installment
3162	278.00	530.00	installment
7806	1040.00	1970.00	installment
13569	69.00	140.00	installment
13953	185.00	330.00	installment
17266	237.00	340.00	installment
17390	120.00	230.00	installment
16083	449.00	780.00	installment
14061	1795.00	2890.00	installment
16846	953.00	1650.00	installment
17421	87.00	190.00	installment
17421	87.00	190.00	installment
17421	87.00	190.00	installment
16460	928.00	1620.00	installment
17427	827.00	1510.00	installment
9046	600.00	1040.00	installment
17347	501.00	860.00	installment
17466	498.00	880.00	installment
15857	369.00	650.00	installment
16083	449.00	780.00	installment
15892	385.00	670.00	installment
16083	502.00	860.00	installment
13273	455.00	820.00	installment
16443	749.00	1290.00	installment
13394	632.00	1140.00	installment
3280	138.00	250.00	installment
3699	640.00	1110.00	installment
17462	1523.72	2900.00	installment
16165	312.00	540.00	installment
5127	550.00	950.00	installment
15594	980.00	1680.00	installment
17347	587.00	1010.00	installment
11080	479.00	850.00	installment
15797	2070.00	3540.00	installment
16846	953.00	1650.00	installment
8735	350.00	630.00	installment
16980	1020.00	1940.00	installment
6113	680.00	1150.00	installment
16571	235.00	415.00	installment
13703	868.00	1480.00	installment
16081	311.00	540.00	installment
762	252.00	460.00	installment
238	295.00	510.00	installment
12691	1050.00	1830.00	installment
17747	325.00	560.00	installment
15795	87.00	210.00	installment
17475	109.00	240.00	installment
3733	840.00	1690.00	installment
5627	266.00	510.00	installment
3691	920.00	1580.00	installment
17154	147.25	330.00	installment
17033	285.00	510.00	installment
16897	953.00	1650.00	installment
16542	689.00	1190.00	installment
12636	735.00	1260.00	installment
17007	931.00	1640.00	installment
17477	190.00	330.00	installment
3687	515.00	880.00	installment
16921	111.00	240.00	installment
3698	560.00	840.00	installment
3698	560.00	970.00	installment
467	770.00	1380.00	installment
16897	953.00	1650.00	installment
15525	185.00	340.00	installment
3698	560.00	960.00	installment
17340	486.43	880.00	installment
16460	927.00	1620.00	installment
16571	235.00	420.00	installment
17502	53.00	100.00	installment
16498	749.00	1290.00	installment
16443	748.00	1290.00	installment
16897	953.00	1650.00	installment
17007	941.00	1640.00	installment
10452	1795.00	2890.00	installment
146	360.00	700.00	installment
147	345.00	710.00	installment
467	770.00	1380.00	installment
3687	515.00	880.00	installment
17088	109.00	220.00	installment
17158	149.00	260.00	installment
17523	600.00	1040.00	installment
15374	230.00	510.00	installment
17529	258.00	460.00	installment
17530	155.00	280.00	installment
17531	210.00	390.00	installment
17532	170.00	320.00	installment
17533	234.00	420.00	installment
17534	1673.00	2940.00	installment
17535	680.00	1150.00	installment
17536	671.00	1150.00	installment
17537	153.90	360.00	installment
17538	127.00	270.00	installment
17539	219.00	360.00	installment
158	375.00	680.00	installment
16639	927.00	1620.00	installment
3843	415.00	760.00	installment
17052	296.00	520.00	installment
16639	927.00	1620.00	installment
16443	749.00	1290.00	installment
16836	749.00	1290.00	installment
6893	635.00	1090.00	installment
17557	311.00	540.00	installment
3698	560.00	960.00	installment
17158	135.59	260.00	installment
17158	135.59	260.00	installment
3707	870.00	1450.00	installment
14235	331.00	610.00	installment
632	164.00	330.00	installment
1355	80.00	150.00	installment
10113	66.00	140.00	installment
10495	132.00	250.00	installment
17569	297.00	520.00	installment
14587	392.00	700.00	installment
17577	159.00	250.00	installment
17571	870.00	1450.00	installment
12551	491.00	950.00	installment
13942	44.97	100.00	installment
12177	600.00	1040.00	installment
17574	855.00	1490.00	installment
13300	76.28	190.00	installment
17158	135.59	250.00	installment
16846	952.00	1650.00	installment
16081	311.00	550.00	installment
16897	953.00	1650.00	installment
17411	386.00	760.00	installment
13877	650.00	1140.00	installment
17543	83.00	170.00	installment
14489	539.00	760.00	installment
15418	520.00	729.00	single
17581	491.00	850.00	installment
697	214.00	320.00	installment
17582	496.00	900.00	installment
16897	952.00	1650.00	installment
17594	496.00	900.00	installment
17309	237.00	410.00	installment
17342	237.00	410.00	installment
17587	500.00	860.00	installment
17581	491.00	850.00	installment
17593	361.00	660.00	installment
16126	311.00	540.00	installment
17694	1150.00	1910.00	installment
15167	595.00	1060.00	installment
17467	322.00	560.00	installment
3246	162.00	210.00	installment
3566	175.00	230.00	installment
10149	220.00	380.00	installment
3843	415.00	760.00	installment
17604	970.00	1720.00	installment
10430	1850.00	3290.00	installment
7806	1070.00	1970.00	installment
17610	745.00	1280.00	installment
17560	149.00	250.00	installment
17623	445.00	770.00	installment
17653	835.00	1530.00	installment
147	330.00	600.00	installment
17347	587.00	1010.00	installment
16040	500.00	860.00	installment
17704	400.00	630.00	installment
1700	885.00	1510.00	installment
13061	295.00	510.00	installment
16897	952.00	1650.00	installment
11751	294.00	510.00	installment
16373	1528.00	2740.00	installment
16373	1528.00	2740.00	installment
13330	335.00	630.00	installment
14514	360.00	620.00	installment
16081	314.00	540.00	installment
153	515.00	880.00	installment
4597	222.00	420.00	installment
17644	1380.00	2360.00	installment
14477	192.00	320.00	installment
17695	388.00	730.00	installment
17648	1498.00	2560.00	installment
3280	138.00	260.00	installment
17661	350.00	630.00	installment
11931	280.00	480.00	installment
16571	235.00	410.00	installment
17527	501.00	860.00	installment
16083	501.00	860.00	installment
6423	120.00	220.00	installment
12431	480.00	820.00	installment
15241	776.00	1260.00	installment
17669	120.00	220.00	installment
16443	749.00	1290.00	installment
17682	1150.00	1970.00	installment
17646	1678.35	3030.00	installment
17542	491.00	850.00	installment
17670	1150.00	1880.00	installment
16892	800.00	1380.00	installment
17618	1329.00	2270.00	installment
17672	479.00	820.00	installment
17673	330.00	670.00	installment
17542	491.00	850.00	installment
17679	198.00	340.00	installment
17512	927.00	1620.00	installment
15230	790.00	1480.00	installment
16542	689.00	1190.00	installment
17794	680.00	1090.00	installment
17795	192.00	340.00	installment
17665	491.00	850.00	installment
17289	687.00	1170.00	installment
14581	235.00	510.00	installment
16897	952.00	1240.00	installment
17512	927.00	1620.00	installment
17610	745.00	1280.00	installment
17309	237.00	410.00	installment
14581	235.00	510.00	installment
17686	960.00	1640.00	installment
17685	980.00	1680.00	installment
16639	927.00	1620.00	installment
13181	29.00	60.00	installment
17424	118.00	200.00	installment
16897	952.00	1650.00	installment
17700	400.00	700.00	installment
17707	594.00	1020.00	installment
17627	945.00	1620.00	installment
15697	131.00	310.00	installment
17972	268.00	510.00	installment
16897	952.00	1650.00	installment
17581	491.00	850.00	installment
16846	952.00	1650.00	installment
17746	325.00	560.00	installment
17498	192.00	340.00	installment
17309	237.00	410.00	installment
16846	952.00	1650.00	installment
18256	145.00	250.00	installment
18256	145.00	250.00	installment
18278	529.62	1000.00	installment
16903	296.00	520.00	installment
12918	829.00	1310.00	installment
17581	491.00	850.00	installment
16443	748.00	1290.00	installment
16083	501.00	860.00	installment
17557	311.00	550.00	installment
235	180.00	320.00	installment
399	545.00	940.00	installment
17713	335.00	630.00	installment
7474	281.00	570.00	installment
17497	748.00	1290.00	installment
7376	570.00	1030.00	installment
16897	952.00	1650.00	installment
17496	436.00	750.00	installment
13024	465.00	850.00	installment
16083	501.00	860.00	installment
17542	513.00	850.00	installment
17556	382.00	660.00	installment
13020	740.00	1110.00	installment
16443	748.00	1290.00	installment
8228	270.00	430.00	installment
17266	237.00	410.00	installment
14152	222.65	360.00	installment
16083	501.00	860.00	installment
17624	668.00	1190.00	installment
16846	952.00	1650.00	installment
3634	575.00	1110.00	installment
7926	1100.00	1890.00	installment
12527	970.00	1670.00	installment
16980	1020.00	1700.00	installment
2081	2140.00	3640.00	installment
12042	1275.00	2410.00	installment
17738	2356.00	4060.00	installment
11931	280.00	480.00	installment
17577	159.04	250.00	installment
17824	960.00	1650.00	installment
17580	449.00	850.00	installment
3334	185.00	350.00	installment
3492	660.00	1140.00	installment
402	1145.00	1960.00	installment
17748	500.00	860.00	installment
4928	159.00	310.00	installment
17749	119.00	230.00	installment
16443	748.00	1290.00	installment
17750	1731.00	2980.00	installment
17714	900.00	1540.00	installment
15230	790.00	1480.00	installment
17782	850.00	1450.00	installment
16153	960.00	1640.00	installment
15858	402.00	700.00	installment
17569	297.00	520.00	installment
17665	449.00	850.00	installment
14226	149.00	310.00	installment
17754	180.00	380.00	installment
950	495.00	850.00	installment
15630	900.00	1540.00	installment
17347	587.00	1010.00	installment
17843	455.40	780.00	installment
17290	1999.00	3400.00	installment
17757	764.00	1390.00	installment
17739	1730.00	2950.00	installment
17495	235.00	410.00	installment
17762	400.00	700.00	installment
11626	222.65	490.00	installment
8601	106.00	230.00	installment
9071	102.00	220.00	installment
17771	960.00	1640.00	installment
17772	103.00	190.00	installment
17772	103.00	190.00	installment
17776	1100.00	1880.00	installment
17563	796.00	1450.00	installment
6892	966.00	1650.00	installment
17782	850.00	1450.00	installment
17787	952.00	1650.00	installment
13703	868.00	1490.00	installment
17700	400.00	700.00	installment
17731	138.00	290.00	installment
16083	501.00	860.00	installment
9836	640.00	1100.00	installment
17581	449.00	850.00	installment
17560	145.00	250.00	installment
17793	680.00	1160.00	installment
13262	680.00	1160.00	installment
16482	796.00	1450.00	installment
17535	680.00	1150.00	installment
17779	966.00	1650.00	installment
17577	159.00	250.00	installment
17541	449.00	850.00	installment
6113	680.00	1150.00	installment
17816	245.00	430.00	installment
8889	320.00	560.00	installment
14025	227.96	370.00	installment
15287	101.00	170.00	installment
17123	185.00	360.00	installment
13703	868.00	1490.00	installment
16083	501.00	860.00	installment
16062	272.00	550.00	installment
16126	272.00	550.00	installment
642	155.00	270.00	installment
777	152.00	270.00	installment
9704	520.00	900.00	installment
14860	110.00	200.00	installment
15795	86.00	200.00	installment
13273	455.00	820.00	installment
14698	126.00	320.00	installment
9544	670.00	1210.00	installment
17310	145.00	260.00	installment
16019	167.00	290.00	installment
16897	951.00	1650.00	installment
13389	2213.00	3780.00	installment
16932	1136.00	2060.00	installment
17594	496.00	900.00	installment
11949	152.00	250.00	installment
15579	730.00	1250.00	installment
17761	402.00	700.00	installment
16542	688.00	1190.00	installment
14756	226.00	500.00	installment
17818	1730.00	2980.00	installment
3634	575.00	990.00	installment
16443	748.00	1290.00	installment
9072	560.00	950.00	installment
17826	303.00	400.00	installment
13054	916.00	1390.00	installment
7806	1070.00	1970.00	installment
17581	448.00	850.00	installment
14303	1010.00	1730.00	installment
5692	150.00	270.00	installment
17309	237.00	420.00	installment
17557	272.00	540.00	installment
16835	748.00	1290.00	installment
5526	561.00	1010.00	installment
16846	950.00	1650.00	installment
11904	95.00	180.00	installment
17565	76.00	180.00	installment
17736	42.00	90.00	installment
15857	402.00	700.00	installment
17844	1275.00	1920.00	installment
17845	930.00	1400.00	installment
17846	1350.00	2040.00	installment
10462	1280.00	2090.00	installment
17823	236.00	430.00	installment
17849	290.00	510.00	installment
16846	951.00	1650.00	installment
17146	161.00	280.00	installment
17266	237.00	410.00	installment
17711	38.00	70.00	installment
17711	38.00	70.00	installment
17711	38.00	70.00	installment
17711	38.00	70.00	installment
17711	38.00	70.00	installment
17711	38.00	70.00	installment
17711	38.00	70.00	installment
17711	38.00	70.00	installment
17857	144.00	250.00	installment
17857	144.00	250.00	installment
17665	448.00	850.00	installment
17860	200.00	380.00	installment
17856	545.00	940.00	installment
16153	960.00	1640.00	installment
15895	423.00	730.00	installment
17743	135.00	240.00	installment
17868	285.00	510.00	installment
3427	225.00	410.00	installment
18056	670.00	1260.00	installment
17347	586.00	1010.00	installment
16905	432.00	760.00	installment
17581	448.00	850.00	installment
15895	423.00	730.00	installment
13273	455.00	780.00	installment
15895	422.00	730.00	installment
18140	1070.00	1830.00	installment
16639	928.00	1620.00	installment
16836	748.00	1290.00	installment
17873	686.16	1260.00	installment
14347	1498.00	2560.00	installment
17515	237.00	420.00	installment
12307	1275.00	2350.00	installment
17900	339.00	580.00	installment
17309	237.00	420.00	installment
17914	75.24	180.00	installment
17915	85.00	170.00	installment
17890	686.16	1260.00	installment
11781	650.00	1140.00	installment
1359	108.00	220.00	installment
17006	203.00	360.00	installment
17922	686.16	1260.00	installment
6971	1380.00	2360.00	installment
17898	960.00	1680.00	installment
17899	268.00	510.00	installment
17896	383.00	660.00	installment
17901	138.00	260.00	installment
17930	750.00	1290.00	installment
13066	825.00	1410.00	installment
15570	820.00	1400.00	installment
18037	636.00	1160.00	installment
16081	272.00	540.00	installment
17925	97.00	170.00	installment
17926	168.00	290.00	installment
17927	155.00	270.00	installment
16836	747.00	1290.00	installment
16126	272.00	540.00	installment
17972	268.00	510.00	installment
17971	309.25	570.00	installment
17507	360.00	620.00	installment
9072	560.00	960.00	installment
15164	385.00	730.00	installment
17948	148.00	270.00	installment
18100	3102.21	6050.00	installment
16477	688.00	1240.00	installment
17700	400.00	700.00	installment
12267	675.00	1050.00	installment
16078	501.00	860.00	installment
1357	90.00	180.00	installment
16019	167.00	290.00	installment
16443	747.00	1290.00	installment
17966	1700.00	2900.00	installment
18148	941.64	1590.00	installment
14039	130.00	250.00	installment
16571	235.00	410.00	installment
7376	570.00	1040.00	installment
16846	950.00	1650.00	installment
3843	415.00	720.00	installment
16523	1200.00	2060.00	installment
150	530.00	910.00	installment
16081	272.00	540.00	installment
17979	586.00	1010.00	installment
10485	23.00	80.00	installment
18054	135.00	240.00	installment
17563	796.00	1450.00	installment
17771	960.00	1640.00	installment
1350	86.00	180.00	installment
3594	66.00	130.00	installment
17961	885.00	1510.00	installment
15109	1380.00	2360.00	installment
13066	825.00	1410.00	installment
11095	400.00	700.00	installment
18007	245.00	430.00	installment
18149	850.00	1450.00	installment
18012	500.00	860.00	installment
16126	272.00	540.00	installment
17922	686.16	1260.00	installment
17957	600.00	1040.00	installment
15857	402.00	700.00	installment
18024	1275.00	2180.00	installment
17720	465.00	800.00	installment
18031	764.00	1490.00	installment
17019	686.16	1260.00	installment
17792	680.00	1160.00	installment
17576	600.00	1040.00	installment
17006	203.00	360.00	installment
17883	770.00	1310.00	installment
13535	615.00	1060.00	installment
6893	635.00	1090.00	installment
17563	796.00	1450.00	installment
16541	747.00	1290.00	installment
18224	325.00	560.00	installment
17974	566.00	970.00	installment
16897	950.00	1650.00	installment
18154	586.00	1010.00	installment
17580	448.00	850.00	installment
14248	970.00	1650.00	installment
17918	500.00	860.00	installment
17542	448.00	850.00	installment
4630	185.00	360.00	installment
16070	501.00	860.00	installment
18169	118.00	200.00	installment
17985	602.40	1070.00	installment
18051	470.00	810.00	installment
18052	175.00	450.00	installment
17983	680.00	1160.00	installment
17983	680.00	1160.00	installment
15895	422.00	730.00	installment
18061	825.00	1300.00	installment
18153	259.91	480.00	installment
18062	370.00	610.00	installment
16470	476.00	870.00	installment
17497	747.00	1290.00	installment
17765	925.00	1770.00	installment
16165	272.00	540.00	installment
17305	178.00	320.00	installment
18073	55.00	100.00	installment
11657	563.55	990.00	installment
18078	1095.00	1870.00	installment
11847	435.00	750.00	installment
15895	422.00	730.00	installment
16846	951.00	1650.00	installment
16846	951.00	1650.00	installment
16443	747.00	1290.00	installment
16836	747.00	1290.00	installment
16897	951.00	1650.00	installment
17581	455.00	880.00	installment
15892	422.00	730.00	installment
467	770.00	1310.00	installment
18090	1100.00	1880.00	installment
16013	920.00	1580.00	installment
17890	686.16	1260.00	installment
17172	385.00	660.00	installment
235	180.00	320.00	installment
5033	425.00	860.00	installment
16904	924.00	1620.00	installment
7806	1070.00	1970.00	installment
17648	1498.00	2560.00	installment
17873	686.16	1260.00	installment
17922	686.16	1260.00	installment
13570	253.00	440.00	installment
16897	951.00	1650.00	installment
17547	615.00	1140.00	installment
18275	1120.00	2020.00	installment
17766	400.00	690.00	installment
7806	1070.00	1970.00	installment
13568	210.00	370.00	installment
17946	1000.00	1720.00	installment
957	1100.00	1880.00	installment
13319	1320.00	2270.00	installment
6790	635.00	1090.00	installment
15857	402.00	700.00	installment
18161	480.00	820.00	installment
12536	379.00	660.00	installment
467	770.00	830.00	single
16426	455.00	850.00	installment
17983	680.00	1160.00	installment
13518	665.00	1140.00	installment
16126	272.00	540.00	installment
17972	268.00	510.00	installment
13248	960.00	1680.00	installment
17665	455.00	880.00	installment
11975	695.00	1190.00	installment
18112	509.00	870.00	installment
18113	93.00	170.00	installment
18114	127.00	230.00	installment
16540	747.00	1290.00	installment
17872	422.00	730.00	installment
17883	770.00	1310.00	installment
16897	950.00	1650.00	installment
3506	460.00	800.00	installment
17226	499.00	1020.00	installment
17900	339.00	580.00	installment
17979	586.00	1010.00	installment
4672	829.00	1630.00	installment
17824	960.00	1640.00	installment
16443	747.00	1290.00	installment
18129	319.00	560.00	installment
