dim	mo	k	n	amount	rem	act
goods	2026-08	526	2	4840.00	4340.00	2
goods	2026-08	53496	1	1640.00	1639.00	1
goods	2026-08	537	1	1780.00	1422.00	1
goods	2026-08	56651	1	3170.00	2538.00	1
goods	2026-08	57490	1	2220.00	1376.00	1
goods	2026-08	57510	1	1970.00	1730.00	1
goods	2026-08	57803	1	420.00	369.00	1
goods	2026-08	58369	1	720.00	700.00	1
goods	2026-08	58903	1	900.00	850.00	1
goods	2026-08	61091	1	307.00	306.00	1
goods	2026-08	61545	1	441.00	367.00	1
goods	2026-08	61546	1	1640.00	1600.00	1
goods	2026-08	616	1	1020.00	1000.00	1
goods	2026-08	62669	1	2720.00	2490.00	1
goods	2026-08	63687	1	260.00	250.00	1
goods	2026-08	64037	1	799.00	710.00	1
goods	2026-08	64154	1	380.00	370.00	1
goods	2026-08	649	1	1910.00	1900.00	1
goods	2026-08	65185	1	670.00	620.00	1
goods	2026-08	65191	1	700.00	650.00	1
goods	2026-08	663	1	1150.00	1100.00	1
goods	2026-08	669	1	1710.00	1690.00	1
goods	2026-08	673	2	3680.00	3320.00	2
goods	2026-08	67403	1	580.00	459.00	1
goods	2026-08	67636	1	860.00	840.00	1
goods	2026-08	67637	1	1060.00	781.00	1
goods	2026-08	67638	1	1840.00	1800.00	1
goods	2026-08	67640	1	1140.00	990.00	1
goods	2026-08	67641	1	1200.00	1040.00	1
goods	2026-08	67643	1	2380.00	1962.00	1
goods	2026-08	685	1	1280.00	1200.00	1
goods	2026-08	687	1	2260.00	2100.00	1
goods	2026-08	68727	2	3200.00	3000.00	2
goods	2026-08	68901	1	2110.00	2000.00	1
goods	2026-08	68909	5	8800.00	7935.00	5
goods	2026-08	68913	3	7410.00	6773.00	3
goods	2026-08	696	1	1630.00	1530.00	1
goods	2026-08	70299	1	660.00	640.00	1
goods	2026-08	70301	1	820.00	800.00	1
goods	2026-08	70313	3	2850.00	2622.91	3
goods	2026-08	70316	1	770.00	750.00	1
goods	2026-08	70322	1	1200.00	990.00	1
goods	2026-08	70337	1	1110.00	1010.00	1
goods	2026-08	704	1	1260.00	1245.00	1
goods	2026-08	71330	1	270.00	225.00	1
goods	2026-08	71675	1	1540.00	1500.00	1
goods	2026-08	719	1	1450.00	1400.00	1
goods	2026-08	71997	1	480.00	460.00	1
goods	2026-08	72387	1	620.00	600.00	1
goods	2026-08	747	8	8890.00	8650.00	8
goods	2026-08	750	1	1300.00	1143.00	1
goods	2026-08	754	1	1420.00	1340.00	1
goods	2026-08	75719	1	310.00	270.00	1
goods	2026-08	773	1	1230.00	1130.00	1
goods	2026-08	774	1	1580.00	1480.00	1
goods	2026-08	77739	1	1480.00	1400.00	1
goods	2026-08	77773	1	990.00	873.00	1
goods	2026-08	77779	1	1110.00	1110.00	1
goods	2026-08	780	1	600.00	495.00	1
goods	2026-08	782	2	3080.00	2667.00	2
goods	2026-08	783	1	2020.00	2000.00	1
goods	2026-08	793	1	720.00	700.00	1
goods	2026-08	800	1	470.00	450.00	1
goods	2026-08	824	1	820.00	800.00	1
goods	2026-08	826	1	1160.00	1035.00	1
goods	2026-08	833	1	560.00	486.00	1
goods	2026-08	848	1	1360.00	1260.00	1
goods	2026-08	862	1	520.00	510.00	1
goods	2026-08	876	4	4250.00	3645.00	4
goods	2026-08	880	2	2310.00	2230.00	2
goods	2026-08	883	5	10210.00	9690.00	5
goods	2026-08	884	1	1040.00	1000.00	1
goods	2026-08	889	1	1140.00	1100.00	1
goods	2026-08	891	1	1260.00	1116.00	1
goods	2026-08	893	1	1390.00	1350.00	1
goods	2026-08	89625	3	890.00	860.00	3
goods	2026-08	89629	1	2420.00	2270.00	1
goods	2026-08	89642	1	2080.00	2000.00	1
goods	2026-08	89645	3	1250.00	1177.00	3
goods	2026-08	89646	1	290.00	280.00	1
goods	2026-08	897	4	6160.00	5490.00	4
goods	2026-08	898	3	5810.00	5300.00	3
goods	2026-08	902	1	1150.00	1150.00	1
goods	2026-08	905	1	946.00	466.00	1
goods	2026-08	915	2	1120.00	1090.00	2
goods	2026-08	916	2	1400.00	1233.00	2
goods	2026-08	920	1	810.00	790.00	1
goods	2026-08	921	3	3298.00	2846.61	3
goods	2026-08	927	1	820.00	800.00	1
goods	2026-08	928	1	2650.01	2250.01	1
goods	2026-08	932	1	490.00	470.00	1
goods	2026-08	937	2	2220.00	1940.00	2
goods	2026-08	939	1	830.00	780.00	1
goods	2026-08	96114	1	1700.00	1600.00	1
goods	2026-08	96115	1	1350.00	1196.00	1
goods	2026-08	96116	1	1410.00	1400.00	1
goods	2026-08	991	4	2040.00	1891.00	4
goods	2026-09	1059	1	880.00	870.00	1
goods	2026-09	1066	1	2100.00	2100.00	1
goods	2026-09	1086	3	2809.00	2749.00	3
goods	2026-09	117	1	169.00	169.00	1
goods	2026-09	1190	1	594.00	528.00	1
goods	2026-09	1193	2	1400.00	1360.00	2
goods	2026-09	1276	1	329.00	329.00	1
goods	2026-09	1374	1	550.00	530.00	1
goods	2026-09	142259	1	1269.00	1169.00	1
goods	2026-09	142260	1	1500.00	1400.00	1
goods	2026-09	142262	2	2410.00	2260.00	2
goods	2026-09	142264	1	840.00	840.00	1
goods	2026-09	142265	5	3897.00	3837.00	5
goods	2026-09	142276	2	3090.00	2800.00	2
goods	2026-09	142296	1	679.00	659.00	1
goods	2026-09	142298	1	970.00	970.00	1
goods	2026-09	142300	1	1100.00	1100.00	1
goods	2026-09	142301	1	949.00	949.00	1
goods	2026-09	142302	1	1150.00	1150.00	1
goods	2026-09	142303	1	1199.00	1179.00	1
goods	2026-09	147	1	309.00	299.00	1
goods	2026-09	1471	2	2290.00	2260.00	2
goods	2026-09	1472	2	1085.00	1025.00	2
goods	2026-09	1544	1	1500.00	1460.00	1
goods	2026-09	1566	1	490.00	490.00	1
goods	2026-09	1646	1	1000.00	1000.00	1
goods	2026-09	1647	1	1850.00	1810.00	1
goods	2026-09	1663	1	1490.00	1340.00	1
goods	2026-09	1682	1	900.00	900.00	1
goods	2026-09	1731	1	310.00	300.00	1
goods	2026-09	1796	1	300.00	290.00	1
goods	2026-09	1806	1	2400.00	2150.00	1
goods	2026-09	19087	1	830.00	800.00	1
goods	2026-09	1975	2	1530.00	1510.00	2
goods	2026-09	1994	3	4516.00	4217.00	3
goods	2026-09	2013	1	1229.00	1229.00	1
goods	2026-09	2127	2	1179.00	1179.00	2
goods	2026-09	2128	1	1400.00	1340.00	1
goods	2026-09	2140	2	1570.00	1540.00	2
goods	2026-09	2141	1	480.00	480.00	1
goods	2026-09	2145	1	1540.00	1440.00	1
goods	2026-09	2157	1	2000.00	1990.00	1
goods	2026-09	2160	2	1070.00	1050.00	2
goods	2026-09	2161	1	300.00	300.00	1
goods	2026-09	2163	2	817.00	647.00	2
goods	2026-09	21802	1	260.00	260.00	1
goods	2026-09	2182	1	850.00	840.00	1
goods	2026-09	2271	1	870.00	850.00	1
goods	2026-09	242	2	2150.00	2140.00	2
goods	2026-09	2434	1	2100.00	2050.00	1
goods	2026-09	24438	1	1059.00	1049.00	1
goods	2026-09	249	3	2710.00	2670.00	3
goods	2026-09	2514	1	900.00	860.00	1
goods	2026-09	2543	1	880.00	880.00	1
goods	2026-09	2547	1	440.00	430.00	1
goods	2026-09	2554	1	270.00	260.00	1
goods	2026-09	259	1	1479.00	1279.00	1
goods	2026-09	269	1	260.00	250.00	1
goods	2026-09	28155	1	450.00	450.00	1
goods	2026-09	342	1	1149.00	1004.00	1
goods	2026-09	34359	1	470.00	460.00	1
goods	2026-09	3488	1	430.00	420.00	1
goods	2026-09	355	1	450.00	430.00	1
goods	2026-09	356	1	510.00	490.00	1
goods	2026-09	3745	3	3534.00	3288.00	3
goods	2026-09	3748	2	2360.00	2260.00	2
goods	2026-09	38533	1	640.00	620.00	1
goods	2026-09	38557	1	2200.00	2000.00	1
goods	2026-09	38646	1	450.00	440.00	1
goods	2026-09	38739	1	330.00	320.00	1
goods	2026-09	39061	1	530.00	510.00	1
goods	2026-09	39324	1	1280.00	1230.00	1
goods	2026-09	39707	1	800.00	740.00	1
goods	2026-09	39709	1	479.00	459.00	1
goods	2026-09	39776	1	940.00	930.00	1
goods	2026-09	39777	1	1100.00	1000.00	1
goods	2026-09	40245	1	689.00	669.00	1
goods	2026-09	40659	1	390.00	390.00	1
goods	2026-09	41202	1	660.00	610.00	1
goods	2026-09	41444	1	344.00	298.00	1
goods	2026-09	41546	2	1747.44	1707.44	2
goods	2026-09	41548	1	520.00	520.00	1
goods	2026-09	41549	1	860.00	850.00	1
goods	2026-09	434	1	2029.00	2029.00	1
goods	2026-09	437	1	2860.00	2260.00	1
goods	2026-09	459	1	600.00	580.00	1
goods	2026-09	481	1	1800.00	1670.00	1
goods	2026-09	500	2	1400.00	1380.00	2
goods	2026-09	50218	1	1160.00	1110.00	1
goods	2026-09	57491	1	2490.00	2490.00	1
goods	2026-09	57552	1	1840.00	1640.00	1
goods	2026-09	58075	1	530.00	520.00	1
goods	2026-09	58088	1	370.00	370.00	1
goods	2026-09	58369	1	710.00	710.00	1
goods	2026-09	608	1	1140.00	1040.00	1
goods	2026-09	64146	1	850.00	850.00	1
goods	2026-09	649	1	1500.00	1360.00	1
goods	2026-09	660	1	1422.00	1422.00	1
goods	2026-09	684	1	859.00	750.00	1
goods	2026-09	68727	1	1200.00	800.00	1
goods	2026-09	70301	1	649.00	629.00	1
goods	2026-09	71606	1	220.00	220.00	1
goods	2026-09	72394	1	1006.00	891.00	1
goods	2026-09	72870	1	1087.00	1070.00	1
goods	2026-09	747	1	1217.00	1217.00	1
goods	2026-09	798	1	410.00	400.00	1
goods	2026-09	799	1	179.00	179.00	1
goods	2026-09	814	1	870.00	820.00	1
goods	2026-09	847	1	1070.00	1070.00	1
goods	2026-09	848	1	879.00	819.00	1
goods	2026-09	849	1	1200.00	1140.00	1
goods	2026-09	862	1	470.00	470.00	1
goods	2026-09	876	1	800.00	800.00	1
goods	2026-09	880	1	1199.00	1199.00	1
goods	2026-09	888	1	970.00	870.00	1
goods	2026-09	891	2	2159.00	2099.00	2
goods	2026-09	900	1	864.00	764.00	1
goods	2026-09	913	1	1080.00	962.00	1
goods	2026-09	915	1	1000.00	980.00	1
goods	2026-09	921	1	1080.00	1060.00	1
goods	2026-09	927	2	1610.00	1600.00	2
goods	2026-09	932	4	1930.00	1860.00	4
goods	2026-09	999	1	229.00	229.00	1
kind	2025-01	active	17	22678.14	9347.84	17
kind	2025-01	norec	5	2563.00	0.00	0
kind	2025-01	paid	198	216957.23	0.00	0
kind	2025-02	active	28	32246.07	17499.61	28
kind	2025-02	norec	7	3897.88	0.00	0
kind	2025-02	paid	213	224927.85	0.00	0
kind	2025-02	wo	4	4983.98	3837.98	0
kind	2025-03	active	17	19398.90	9353.06	17
kind	2025-03	norec	4	2503.56	0.00	0
kind	2025-03	paid	194	220145.33	0.00	0
kind	2025-03	wo	2	1170.00	949.00	0
kind	2025-04	active	20	20748.47	10734.46	20
kind	2025-04	norec	5	4144.00	0.00	0
kind	2025-04	paid	168	190764.80	0.00	0
kind	2025-04	wo	1	3160.00	2830.00	0
kind	2025-05	active	13	17245.53	9720.37	13
kind	2025-05	norec	5	4817.80	0.00	0
kind	2025-05	paid	192	223153.78	0.00	0
kind	2025-05	wo	1	2150.00	1930.00	0
kind	2025-06	active	23	35783.97	19046.57	23
kind	2025-06	norec	11	11461.33	0.00	0
kind	2025-06	paid	195	228088.60	0.00	0
kind	2025-07	active	28	46953.67	26912.58	28
kind	2025-07	norec	76	103248.17	0.00	0
kind	2025-07	paid	201	209255.31	0.00	0
kind	2025-08	active	12	14081.12	7591.37	12
kind	2025-08	norec	102	127436.24	0.00	0
kind	2025-08	paid	24	24189.10	0.00	0
kind	2025-09	active	17	27891.36	13890.86	17
kind	2025-09	norec	166	210908.16	0.00	0
kind	2025-09	paid	26	24597.43	0.00	0
kind	2025-10	active	29	38510.15	20051.52	29
kind	2025-10	norec	152	178392.25	0.00	0
kind	2025-10	paid	26	28677.40	0.00	0
kind	2025-11	active	227	288636.27	79653.71	227
kind	2025-11	norec	41	45642.65	0.00	0
kind	2025-11	paid	52	60224.78	0.00	0
kind	2025-12	active	457	592645.21	191307.36	457
kind	2025-12	norec	42	33895.78	0.00	0
kind	2025-12	paid	28	21735.21	0.00	0
kind	2026-01	active	455	581318.73	251012.14	455
kind	2026-01	norec	59	54121.96	0.00	0
kind	2026-01	paid	20	19381.12	0.00	0
kind	2026-02	active	543	674252.45	333048.91	543
kind	2026-02	norec	42	34018.74	0.00	0
kind	2026-02	paid	19	17877.00	0.00	0
kind	2026-03	active	676	840990.51	460765.75	676
kind	2026-03	norec	37	30489.18	0.00	0
kind	2026-03	paid	14	14820.50	0.00	0
kind	2026-04	active	683	826368.62	503972.78	683
kind	2026-04	norec	24	19866.56	567.00	0
kind	2026-04	paid	1	380.00	0.00	0
kind	2026-05	active	803	984697.35	686874.78	803
kind	2026-05	norec	21	21550.00	0.00	0
kind	2026-05	paid	2	4194.00	0.00	0
kind	2026-06	active	1124	1465485.31	1151003.34	1124
kind	2026-06	norec	13	15669.00	1720.00	0
kind	2026-06	paid	2	1044.00	0.00	0
kind	2026-07	active	1022	1293206.01	1114711.97	1022
kind	2026-07	norec	5	4526.00	0.00	0
kind	2026-07	paid	1	1960.00	0.00	0
kind	2026-08	active	687	795659.13	725915.25	687
kind	2026-08	norec	1	1260.00	0.00	0
kind	2026-08	paid	2	1430.00	0.00	0
kind	2026-09	active	154	142747.44	136236.44	154
risk	2025-01	დაბალი	52	54458.49	1802.00	3
risk	2025-01	მაღალი	71	90387.22	4898.64	9
risk	2025-01	საშუალო	97	97352.66	2647.20	5
risk	2025-02	დაბალი	50	44158.19	215.00	1
risk	2025-02	მაღალი	85	99601.98	13084.09	18
risk	2025-02	საშუალო	117	122295.61	8038.50	9
risk	2025-03	დაბალი	54	61823.30	625.00	1
risk	2025-03	მაღალი	61	79989.50	4917.29	7
risk	2025-03	საშუალო	102	101404.99	4759.77	9
risk	2025-04	დაბალი	43	42395.94	1580.00	2
risk	2025-04	მაღალი	42	52774.01	9425.14	12
risk	2025-04	საშუალო	109	123647.32	2559.32	6
risk	2025-05	დაბალი	66	68304.27	4818.64	4
risk	2025-05	მაღალი	38	53564.87	811.00	3
risk	2025-05	საშუალო	107	125497.97	6020.73	6
risk	2025-06	დაბალი	43	51175.30	4508.00	2
risk	2025-06	მაღალი	52	71364.41	7923.84	10
risk	2025-06	საშუალო	134	152794.19	6614.73	11
risk	2025-07	დაბალი	77	71953.10	961.66	1
risk	2025-07	მაღალი	71	87649.87	12662.66	13
risk	2025-07	საშუალო	157	199854.18	13288.26	14
risk	2025-08	დაბალი	36	37927.64	75.15	1
risk	2025-08	მაღალი	22	26578.02	3422.56	6
risk	2025-08	საშუალო	80	101200.80	4093.66	5
risk	2025-09	დაბალი	49	59067.00	2471.43	4
risk	2025-09	მაღალი	49	63624.09	6616.27	7
risk	2025-09	საშუალო	111	140705.86	4803.16	6
risk	2025-10	დაბალი	48	44069.52	765.00	4
risk	2025-10	მაღალი	53	75348.31	13025.37	12
risk	2025-10	საშუალო	106	126161.97	6261.15	13
risk	2025-11	დაბალი	79	96404.47	8912.45	49
risk	2025-11	მაღალი	132	164591.56	51398.71	103
risk	2025-11	საშუალო	109	133507.67	19342.55	75
risk	2025-12	დაბალი	50	59631.14	12969.63	42
risk	2025-12	მაღალი	93	149924.14	49192.81	87
risk	2025-12	საშუალო	384	438720.92	129144.92	328
risk	2026-01	0	1	602.00	0.00	0
risk	2026-01	დაბალი	5	3204.00	850.00	4
risk	2026-01	საშუალო	528	651015.81	250162.14	451
risk	2026-02	საშუალო	604	726148.19	333048.91	543
risk	2026-03	დაბალი	2	1550.00	624.00	1
risk	2026-03	საშუალო	725	884750.19	460141.75	675
risk	2026-04	დაბალი	2	5760.00	1808.00	2
risk	2026-04	საშუალო	706	840855.18	502731.78	681
risk	2026-05	დაბალი	2	2079.00	1250.00	2
risk	2026-05	საშუალო	824	1008362.35	685624.78	801
risk	2026-06	დაბალი	1	4500.00	3150.00	1
risk	2026-06	მაღალი	2	2900.00	2197.00	2
risk	2026-06	საშუალო	1136	1474798.31	1147376.34	1121
risk	2026-07	დაბალი	1	979.00	881.00	1
risk	2026-07	მაღალი	1	580.00	465.00	1
risk	2026-07	საშუალო	1026	1298133.01	1113365.97	1020
risk	2026-08	low	4	4570.00	4220.00	4
risk	2026-08	medium	4	5030.00	4720.00	4
risk	2026-08	საშუალო	682	788749.13	716975.25	679
risk	2026-09	low	51	43272.00	41397.00	51
risk	2026-09	medium	103	99475.44	94839.44	103
seg	2025-01	A	22	40464.22	1800.00	2
seg	2025-01	B	198	201734.15	7547.84	15
seg	2025-02	A	27	48711.71	7335.36	8
seg	2025-02	B	225	217344.07	14002.23	20
seg	2025-03	A	22	50419.53	2993.59	3
seg	2025-03	B	195	192798.26	7308.47	14
seg	2025-04	A	25	48579.71	5159.00	3
seg	2025-04	B	169	170237.56	8405.46	17
seg	2025-05	A	17	39459.50	0.00	0
seg	2025-05	B	194	207907.61	11650.37	13
seg	2025-06	A	21	59972.46	7949.07	4
seg	2025-06	B	208	215361.44	11097.50	19
seg	2025-07	A	38	86785.45	10852.56	8
seg	2025-07	B	267	272671.70	16060.02	20
seg	2025-08	A	23	37739.34	3010.56	3
seg	2025-08	B	115	127967.12	4580.81	9
seg	2025-09	A	31	69975.73	2756.71	3
seg	2025-09	B	178	193421.22	11134.15	14
seg	2025-10	A	40	65250.42	9156.78	8
seg	2025-10	B	167	180329.38	10894.74	21
seg	2025-11	A	68	126223.39	29871.30	47
seg	2025-11	B	252	268280.31	49782.41	180
seg	2025-12	A	129	241314.06	82043.87	120
seg	2025-12	B	398	406962.14	109263.49	337
seg	2026-01	A	144	274220.43	119076.32	130
seg	2026-01	B	390	380601.38	131935.82	325
seg	2026-02	A	232	340653.13	170676.86	218
seg	2026-02	B	372	385495.06	162372.05	325
seg	2026-03	A	255	398756.98	218450.46	238
seg	2026-03	B	472	487543.21	242315.29	438
seg	2026-04	A	190	324770.79	205210.17	187
seg	2026-04	B	518	521844.39	299329.61	496
seg	2026-05	A	171	327130.53	229006.77	167
seg	2026-05	B	655	683310.82	457868.01	636
seg	2026-06	A	184	413777.39	328498.23	182
seg	2026-06	B	955	1068420.92	824225.11	942
seg	2026-07	A	173	391344.87	337716.87	172
seg	2026-07	B	855	908347.14	776995.10	850
seg	2026-08	A	86	141497.03	126225.03	86
seg	2026-08	B	604	656852.10	599690.22	601
seg	2026-09	A	7	7478.00	6568.00	7
seg	2026-09	B	147	135269.44	129668.44	147
term	2025-01	1	5	864.78	0.00	0
term	2025-01	10	177	206978.50	3037.20	6
term	2025-01	11	3	5091.00	2700.00	3
term	2025-01	12	2	2770.52	1842.00	2
term	2025-01	13	1	970.00	250.00	1
term	2025-01	15	1	2490.00	440.00	1
term	2025-01	17	1	1950.00	209.02	1
term	2025-01	3	1	299.67	0.00	0
term	2025-01	4	5	1955.78	299.62	1
term	2025-01	5	6	4166.78	0.00	0
term	2025-01	6	11	9332.34	400.00	1
term	2025-01	7	2	750.00	170.00	1
term	2025-01	8	3	2717.00	0.00	0
term	2025-01	9	2	1862.00	0.00	0
term	2025-02	1	5	461.75	0.00	0
term	2025-02	10	169	209463.48	9167.35	9
term	2025-02	11	3	3280.00	1948.00	3
term	2025-02	12	3	4750.00	3328.00	3
term	2025-02	13	2	3340.00	1800.00	2
term	2025-02	16	1	2190.00	580.38	1
term	2025-02	19	1	1020.00	520.00	1
term	2025-02	2	4	1073.00	0.00	0
term	2025-02	3	10	5911.10	187.36	1
term	2025-02	4	5	2101.24	200.00	1
term	2025-02	5	5	4112.90	960.00	1
term	2025-02	6	24	15248.52	948.00	2
term	2025-02	7	4	2605.76	593.00	2
term	2025-02	8	10	7302.69	628.50	1
term	2025-02	9	6	3195.34	477.00	1
term	2025-03	1	5	699.34	0.00	0
term	2025-03	10	163	203332.23	4054.18	6
term	2025-03	11	4	6020.00	3000.00	3
term	2025-03	12	1	1010.00	313.17	1
term	2025-03	14	1	1550.00	206.00	1
term	2025-03	15	1	1950.00	651.00	1
term	2025-03	2	2	811.12	263.59	1
term	2025-03	3	1	210.00	0.00	0
term	2025-03	4	2	940.00	0.00	0
term	2025-03	5	12	8380.64	0.00	0
term	2025-03	6	16	11624.54	509.00	0
term	2025-03	7	2	1383.00	290.00	1
term	2025-03	8	4	2842.20	715.12	2
term	2025-03	9	3	2464.72	300.00	1
term	2025-04	1	2	111.16	0.00	0
term	2025-04	10	149	186719.03	7518.84	7
term	2025-04	12	1	1300.00	300.00	1
term	2025-04	13	1	1170.00	618.00	1
term	2025-04	14	1	1450.00	1148.61	1
term	2025-04	2	3	844.34	0.00	0
term	2025-04	3	5	2513.10	250.00	1
term	2025-04	4	5	2339.58	200.00	1
term	2025-04	5	1	650.00	130.00	1
term	2025-04	6	14	10153.70	200.00	1
term	2025-04	7	1	1249.78	209.01	1
term	2025-04	8	4	4103.58	1730.00	3
term	2025-04	9	7	6213.00	1260.00	2
term	2025-05	1	1	199.61	0.00	0
term	2025-05	10	166	210472.50	5570.37	5
term	2025-05	11	1	1060.00	285.00	1
term	2025-05	13	1	1760.00	500.00	1
term	2025-05	14	1	2350.00	1500.00	1
term	2025-05	15	1	870.00	355.00	1
term	2025-05	17	1	1970.00	600.00	1
term	2025-05	2	1	270.00	0.00	0
term	2025-05	3	3	970.00	0.00	0
term	2025-05	4	7	6825.00	190.00	1
term	2025-05	5	5	2669.00	0.00	0
term	2025-05	6	16	9322.00	0.00	0
term	2025-05	8	3	2482.00	250.00	1
term	2025-05	9	4	6147.00	2400.00	1
term	2025-06	1	2	527.00	0.00	0
term	2025-06	10	184	226812.78	5448.80	7
term	2025-06	11	4	13062.00	6052.46	4
term	2025-06	12	2	2540.00	1472.00	2
term	2025-06	13	1	1550.00	1315.41	1
term	2025-06	15	1	3200.00	1300.00	1
term	2025-06	2	3	1179.33	0.00	0
term	2025-06	3	2	937.09	0.00	0
term	2025-06	4	5	3443.31	870.00	1
term	2025-06	5	5	2847.00	227.00	1
term	2025-06	6	12	12007.90	249.90	2
term	2025-06	7	2	1065.00	866.00	2
term	2025-06	8	5	3822.49	1245.00	2
term	2025-06	9	1	2340.00	0.00	0
term	2025-07	10	242	300821.79	6325.11	8
term	2025-07	11	2	4008.00	1616.00	1
term	2025-07	12	6	8205.00	5135.49	6
term	2025-07	13	1	1261.58	961.66	1
term	2025-07	14	2	5500.00	2804.00	2
term	2025-07	16	1	3690.00	2820.00	1
term	2025-07	2	2	240.63	0.00	0
term	2025-07	20	1	2076.00	1028.66	1
term	2025-07	3	3	2028.00	0.00	0
term	2025-07	4	6	2996.94	637.94	2
term	2025-07	5	8	7913.99	4113.00	3
term	2025-07	6	21	14999.34	359.72	1
term	2025-07	8	7	4057.88	800.00	1
term	2025-07	9	3	1658.00	311.00	1
term	2025-08	10	116	149350.52	5560.37	7
term	2025-08	11	1	1470.00	530.00	1
term	2025-08	2	3	969.00	193.00	1
term	2025-08	4	2	2793.00	100.00	1
term	2025-08	5	2	1287.00	563.00	1
term	2025-08	6	8	5861.37	645.00	1
term	2025-08	7	1	870.00	0.00	0
term	2025-08	8	1	346.84	0.00	0
term	2025-08	9	4	2758.73	0.00	0
term	2025-09	1	1	130.19	0.00	0
term	2025-09	10	180	231831.21	5000.72	8
term	2025-09	11	1	2000.00	1800.00	1
term	2025-09	12	1	1300.00	354.43	1
term	2025-09	13	1	1650.00	1350.00	1
term	2025-09	2	2	549.75	129.00	1
term	2025-09	20	1	4335.05	2382.44	1
term	2025-09	3	1	330.00	0.00	0
term	2025-09	4	4	2479.80	0.00	0
term	2025-09	6	8	6095.68	0.00	0
term	2025-09	7	3	3728.27	326.27	1
term	2025-09	9	6	8967.00	2548.00	3
term	2025-10	1	1	264.00	0.00	0
term	2025-10	10	174	212345.59	7965.50	12
term	2025-10	11	6	6100.00	2804.47	6
term	2025-10	12	3	5910.00	3468.00	3
term	2025-10	13	2	5220.00	3673.56	2
term	2025-10	15	1	1070.00	603.00	1
term	2025-10	3	1	520.00	0.00	0
term	2025-10	4	1	315.44	186.22	1
term	2025-10	5	4	1894.36	244.36	1
term	2025-10	6	9	8067.41	0.00	0
term	2025-10	8	2	1221.00	258.00	1
term	2025-10	9	3	2652.00	848.41	2
term	2025-11	10	251	330024.57	53006.95	185
term	2025-11	11	12	19560.00	8170.88	12
term	2025-11	12	6	8690.00	6143.61	6
term	2025-11	13	1	1470.00	1200.00	1
term	2025-11	15	1	920.00	760.00	1
term	2025-11	3	5	1435.39	254.37	1
term	2025-11	4	7	3494.37	2001.57	6
term	2025-11	5	5	2905.00	336.00	2
term	2025-11	6	19	15819.44	3071.56	7
term	2025-11	7	5	1730.43	145.00	1
term	2025-11	8	5	5564.50	2590.00	2
term	2025-11	9	3	2890.00	1973.77	3
term	2025-12	1	1	44.51	0.00	0
term	2025-12	10	427	559564.92	151975.93	407
term	2025-12	11	16	20765.00	12864.63	16
term	2025-12	12	6	7660.00	5750.97	6
term	2025-12	13	1	1920.00	1496.00	1
term	2025-12	17	1	1190.00	765.00	1
term	2025-12	2	1	290.00	0.00	0
term	2025-12	3	5	2137.80	59.07	1
term	2025-12	4	8	3502.43	1350.59	3
term	2025-12	5	13	7189.02	3384.24	7
term	2025-12	6	29	21266.32	2251.73	3
term	2025-12	7	6	4437.00	1846.00	3
term	2025-12	8	5	4237.34	1358.34	2
term	2025-12	9	8	14071.86	8204.86	7
term	2026-01	1	1	123.22	0.00	0
term	2026-01	10	395	513434.86	191976.91	378
term	2026-01	11	25	39505.81	22016.50	24
term	2026-01	12	7	11386.49	6673.32	7
term	2026-01	13	3	6150.00	4560.00	3
term	2026-01	14	1	2540.00	1532.00	1
term	2026-01	18	1	2810.00	2379.00	1
term	2026-01	3	6	2262.74	13.74	1
term	2026-01	4	9	4185.76	415.76	1
term	2026-01	5	17	11632.62	5529.62	7
term	2026-01	6	42	32672.93	3653.21	8
term	2026-01	7	7	5954.62	2126.62	4
term	2026-01	8	13	14984.00	7950.00	13
term	2026-01	9	7	7178.76	2185.46	7
term	2026-02	10	496	622441.81	280157.67	475
term	2026-02	11	27	39272.82	26645.09	27
term	2026-02	12	2	3560.00	2574.96	2
term	2026-02	2	1	290.00	0.00	0
term	2026-02	3	8	2704.04	0.00	0
term	2026-02	4	4	2155.15	450.15	1
term	2026-02	5	4	2308.68	1045.00	2
term	2026-02	6	37	26037.14	5882.99	13
term	2026-02	7	7	5056.84	1976.84	6
term	2026-02	8	11	11106.23	6684.21	10
term	2026-02	9	7	11215.48	7632.00	7
term	2026-03	1	1	94.61	0.00	0
term	2026-03	10	613	764974.77	395376.20	591
term	2026-03	11	34	54496.00	39170.36	33
term	2026-03	12	2	2921.00	2387.49	2
term	2026-03	2	2	805.00	0.00	0
term	2026-03	3	1	340.26	114.26	1
term	2026-03	4	2	948.03	0.00	0
term	2026-03	5	10	5988.00	630.00	1
term	2026-03	6	38	25432.18	3960.78	24
term	2026-03	7	4	2900.16	1768.08	4
term	2026-03	8	11	13020.37	6629.37	11
